Order_ID,Date,Item_Name,Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg,Product_Volume_m3,Material_Name,Material_Density,Cost_per_kg,Material_CO2_Factor
9408,2025-12-08,Ceramic Vase,Home Decor,2.95,1.18,15,14,28.0,9,False,Air,2614,Mushroom Pkg (Mycelium),2.98,19.278,0.00588,Food-Grade Mushroom Mycelium,146,5.1,0.486
9409,2025-07-13,Smart Watch,Electronics,0.14,0.0,5,5,1.7302913453299058,4,True,Air,1949,Corrugated Cardboard,0.86,0.682,4.325728363324764e-05,Industrial-Grade Corrugated Cardboard,688,0.92,1.031
9410,2025-07-01,Perfume Bottle,Beauty,0.24,0.04,10,4,5.0,9,True,Air,2989,Mushroom Pkg (Mycelium),1.9,1.793,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
9411,2025-10-30,Smartphone,Electronics,0.29,0.0,14,7,1.7302913453299058,6,True,Air,1461,Honeycomb Paper,1.32,1.059,0.00016956855184233077,Single-Ply Kraft Paper,742,0.91,0.742
9412,2025-05-11,Perfume Bottle,Beauty,0.21,0.04,9,5,5.0,8,True,Road,570,Mushroom Pkg (Mycelium),1.68,0.06,0.000225,Food-Grade Mushroom Mycelium,146,5.1,0.486
9413,2025-05-27,T-Shirt,Clothing,0.16,0.17,24,18,2.0,1,False,Road,342,Kraft Paper Mailer,0.27,0.029,0.000864,Single-Ply Kraft Paper,742,0.91,0.742
9414,2025-10-12,Shampoo,Beauty,0.7,0.18,18,7,7.0,3,True,Road,94,PLA Bioplastic,0.88,0.033,0.000882,Lightweight PET Plastic,1082,0.97,1.941
9415,2025-02-22,Smart Watch,Electronics,0.12,0.0,4,4,1.7302913453299058,6,True,Air,2360,Honeycomb Paper,1.25,0.708,2.7684661525278493e-05,Single-Ply Kraft Paper,742,0.91,0.742
9416,2025-05-18,Smart Watch,Electronics,0.2,0.0,4,4,1.0,5,True,Air,2753,Honeycomb Paper,1.08,1.377,1.6e-05,Single-Ply Kraft Paper,742,0.91,0.742
9417,2025-05-28,Sofa (Sectional),Furniture,44.35,329.95,219,93,81.0,8,False,Road,2697,Wood Crate,133.58,444.938,1.649727,Lightweight Plywood,515,2.23,0.535
9418,2025-12-22,Sofa (Sectional),Furniture,76.26,275.54,213,84,77.0,8,False,Road,839,Wood Crate,111.82,115.589,1.377684,Lightweight Plywood,515,2.23,0.535
9419,2025-11-15,Ceramic Vase,Home Decor,1.33,1.22,14,15,29.0,9,False,Road,441,Mushroom Pkg (Mycelium),2.33,0.293,0.00609,Food-Grade Mushroom Mycelium,146,5.1,0.486
9420,2025-10-25,Glass Table,Furniture,14.03,4.93,101,61,4.0,9,False,Road,2460,Mushroom Pkg (Mycelium),7.41,17.257,0.024644,Food-Grade Mushroom Mycelium,146,5.1,0.486
9421,2025-02-11,Glass Table,Furniture,18.33,5.27,103,64,4.0,10,False,Road,434,Mushroom Pkg (Mycelium),9.33,3.978,0.026368,Food-Grade Mushroom Mycelium,146,5.1,0.486
9422,2025-10-17,Sneakers,Clothing,0.87,1.34,31,18,12.0,3,False,Air,2242,Kraft Paper Mailer,1.14,7.511,0.006696,Single-Ply Kraft Paper,742,0.91,0.742
9423,2025-07-03,T-Shirt,Clothing,0.28,0.19,25,19,2.0,2,False,Air,1070,Kraft Paper Mailer,0.51,0.749,0.00095,Single-Ply Kraft Paper,742,0.91,0.742
9424,2025-05-25,Perfume Bottle,Beauty,0.38,0.03,9,4,4.0,10,True,Air,1100,Mushroom Pkg (Mycelium),2.15,1.045,0.000144,Food-Grade Mushroom Mycelium,146,5.1,0.486
9425,2025-03-15,55-Inch TV,Electronics,18.99,7.8,120,65,5.0,10,True,Road,857,Mushroom Pkg (Mycelium),9.6,8.137,0.039,Food-Grade Mushroom Mycelium,146,5.1,0.486
9426,2025-09-07,Perfume Bottle,Beauty,0.43,0.04,9,5,4.0,8,True,Air,2599,Mushroom Pkg (Mycelium),1.77,2.794,0.00018,Food-Grade Mushroom Mycelium,146,5.1,0.486
9427,2025-01-12,Office Chair,Furniture,13.04,34.52,62,58,48.0,6,False,Road,1390,Wood Crate,15.01,23.991,0.172608,Lightweight Plywood,515,2.23,0.535
9428,2025-07-16,55-Inch TV,Electronics,17.48,6.92,131,66,4.0,10,True,Road,2132,Mushroom Pkg (Mycelium),8.99,18.634,0.034584,Food-Grade Mushroom Mycelium,146,5.1,0.486
9429,2025-03-20,Smart Watch,Electronics,0.14,0.0,4,5,1.7302913453299058,4,True,Air,2392,Corrugated Cardboard,0.86,0.837,3.460582690659812e-05,Industrial-Grade Corrugated Cardboard,688,0.92,1.031
9430,2025-10-31,T-Shirt,Clothing,0.2,0.18,22,20,2.0,2,False,Air,2921,Kraft Paper Mailer,0.48,1.461,0.00088,Single-Ply Kraft Paper,742,0.91,0.742
9431,2025-01-15,Ceramic Vase,Home Decor,2.66,1.25,13,16,30.0,10,False,Air,2304,Mushroom Pkg (Mycelium),3.06,15.322,0.00624,Food-Grade Mushroom Mycelium,146,5.1,0.486
9432,2025-08-31,Sneakers,Clothing,0.97,1.49,31,20,12.0,4,False,Air,2411,Kraft Paper Mailer,1.4,8.981,0.00744,Single-Ply Kraft Paper,742,0.91,0.742
9433,2025-02-14,Smartphone,Electronics,0.3,0.0,16,7,1.7302913453299058,9,True,Air,1962,Mushroom Pkg (Mycelium),1.92,1.472,0.00019379263067694944,Food-Grade Mushroom Mycelium,146,5.1,0.486
9434,2025-04-11,Glass Table,Furniture,17.22,6.14,104,59,5.0,9,False,Road,2394,Mushroom Pkg (Mycelium),8.69,20.612,0.03068,Food-Grade Mushroom Mycelium,146,5.1,0.486
9435,2025-01-05,Smartphone,Electronics,0.38,0.02,15,7,1.0,7,True,Air,1720,Honeycomb Paper,1.55,1.634,0.000105,Single-Ply Kraft Paper,742,0.91,0.742
9436,2025-11-04,Laptop,Electronics,1.76,0.11,30,19,1.0,8,True,Road,227,Mushroom Pkg (Mycelium),2.3,0.2,0.00057,Food-Grade Mushroom Mycelium,146,5.1,0.486
9437,2025-06-30,T-Shirt,Clothing,0.22,0.16,22,18,2.0,2,False,Air,1569,Kraft Paper Mailer,0.49,0.863,0.000792,Single-Ply Kraft Paper,742,0.91,0.742
9438,2025-01-13,Perfume Bottle,Beauty,0.28,0.04,10,5,4.0,10,True,Air,1462,Mushroom Pkg (Mycelium),2.11,1.023,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
9439,2025-08-16,55-Inch TV,Electronics,17.33,6.55,130,63,4.0,9,True,Road,91,Mushroom Pkg (Mycelium),8.73,0.789,0.03276,Food-Grade Mushroom Mycelium,146,5.1,0.486
9440,2025-07-04,Shampoo,Beauty,0.89,0.24,21,8,7.0,5,True,Air,2607,PLA Bioplastic,1.36,5.801,0.001176,Lightweight PET Plastic,1082,0.97,1.941
9441,2025-01-15,Ceramic Vase,Home Decor,1.09,1.39,16,14,31.0,9,False,Air,2186,Mushroom Pkg (Mycelium),2.36,7.596,0.006944,Food-Grade Mushroom Mycelium,146,5.1,0.486
9442,2025-07-12,Glass Table,Furniture,18.29,4.69,93,63,4.0,9,False,Road,2838,Mushroom Pkg (Mycelium),9.12,25.954,0.023436,Food-Grade Mushroom Mycelium,146,5.1,0.486
9443,2025-08-03,Smart Watch,Electronics,0.14,0.0,5,4,1.0,6,True,Air,2132,Honeycomb Paper,1.26,0.746,2e-05,Single-Ply Kraft Paper,742,0.91,0.742
9444,2025-07-21,Sofa (Sectional),Furniture,48.58,233.83,182,88,73.0,7,False,Road,1196,Wood Crate,94.93,139.83,1.169168,Lightweight Plywood,515,2.23,0.535
9445,2025-02-11,Ceramic Vase,Home Decor,2.65,1.48,16,16,29.0,10,False,Air,2783,Mushroom Pkg (Mycelium),3.06,18.437,0.007424,Food-Grade Mushroom Mycelium,146,5.1,0.486
9446,2025-06-19,55-Inch TV,Electronics,18.27,6.1,121,63,4.0,9,True,Road,1679,Mushroom Pkg (Mycelium),9.11,15.338,0.030492,Food-Grade Mushroom Mycelium,146,5.1,0.486
9447,2025-11-22,Ceramic Vase,Home Decor,2.15,1.21,16,14,27.0,10,False,Air,1971,Mushroom Pkg (Mycelium),2.86,10.594,0.006048,Food-Grade Mushroom Mycelium,146,5.1,0.486
9448,2025-01-10,Ceramic Vase,Home Decor,2.23,1.43,14,16,32.0,9,False,Air,2228,Mushroom Pkg (Mycelium),2.69,12.421,0.007168,Food-Grade Mushroom Mycelium,146,5.1,0.486
9449,2025-02-06,Smart Watch,Electronics,0.11,0.0,4,5,1.7302913453299058,4,True,Road,169,Corrugated Cardboard,0.84,0.009,3.460582690659812e-05,Industrial-Grade Corrugated Cardboard,688,0.92,1.031
9450,2025-06-18,Winter Jacket,Clothing,1.13,3.46,52,37,9.0,2,True,Air,2138,Kraft Paper Mailer,1.78,18.494,0.017316,Single-Ply Kraft Paper,742,0.91,0.742
9451,2025-12-31,Ceramic Vase,Home Decor,1.69,1.22,15,15,27.0,9,False,Air,1638,Mushroom Pkg (Mycelium),2.48,6.921,0.006075,Food-Grade Mushroom Mycelium,146,5.1,0.486
9452,2025-04-28,Shampoo,Beauty,0.55,0.2,18,8,7.0,3,True,Air,1103,PLA Bioplastic,0.82,1.517,0.001008,Lightweight PET Plastic,1082,0.97,1.941
9453,2025-02-01,Smartphone,Electronics,0.25,0.02,13,7,1.0,8,True,Air,2233,Mushroom Pkg (Mycelium),1.7,1.396,9.1e-05,Food-Grade Mushroom Mycelium,146,5.1,0.486
9454,2025-06-01,Office Chair,Furniture,12.17,34.78,55,62,51.0,6,False,Road,561,Wood Crate,15.11,9.756,0.17391,Lightweight Plywood,515,2.23,0.535
9455,2025-07-09,Perfume Bottle,Beauty,0.22,0.04,9,5,5.0,9,True,Air,1856,Mushroom Pkg (Mycelium),1.89,1.021,0.000225,Food-Grade Mushroom Mycelium,146,5.1,0.486
9456,2025-08-15,Glass Table,Furniture,13.53,4.67,108,54,4.0,9,False,Road,2849,Kraft Paper Mailer,7.21,19.273,0.023328,Single-Ply Kraft Paper,742,0.91,0.742
9457,2025-06-02,Sneakers,Clothing,0.91,1.19,27,20,11.0,5,False,Air,2330,Kraft Paper Mailer,1.48,6.932,0.00594,Single-Ply Kraft Paper,742,0.91,0.742
9458,2025-05-11,55-Inch TV,Electronics,15.93,8.26,129,64,5.0,10,True,Road,2982,Mushroom Pkg (Mycelium),8.37,23.752,0.04128,Food-Grade Mushroom Mycelium,146,5.1,0.486
9459,2025-10-05,Perfume Bottle,Beauty,0.46,0.04,10,4,5.0,8,True,Road,799,Mushroom Pkg (Mycelium),1.78,0.184,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
9460,2025-01-13,Sofa (Sectional),Furniture,66.22,274.09,184,98,76.0,6,False,Road,2983,Wood Crate,110.84,408.805,1.370432,Lightweight Plywood,515,2.23,0.535
9461,2025-06-17,Office Chair,Furniture,14.14,40.01,57,65,54.0,6,False,Road,293,Wood Crate,17.2,5.861,0.20007,Lightweight Plywood,515,2.23,0.535
9462,2025-04-27,T-Shirt,Clothing,0.28,0.1,25,19,1.0,1,False,Air,1898,Kraft Paper Mailer,0.31,1.329,0.000475,Single-Ply Kraft Paper,742,0.91,0.742
9463,2025-04-18,Sneakers,Clothing,1.11,1.19,30,18,11.0,4,False,Air,1720,Kraft Paper Mailer,1.28,5.117,0.00594,Single-Ply Kraft Paper,742,0.91,0.742
9464,2025-05-31,Smart Watch,Electronics,0.15,0.0,4,4,1.0,4,True,Road,230,Corrugated Cardboard,0.86,0.017,1.6e-05,Industrial-Grade Corrugated Cardboard,688,0.92,1.031
9465,2025-12-02,Laptop,Electronics,2.47,0.22,27,20,2.0,8,True,Air,2423,Mushroom Pkg (Mycelium),2.59,14.962,0.00108,Food-Grade Mushroom Mycelium,146,5.1,0.486
9466,2025-02-10,Laptop,Electronics,2.11,0.1,27,18,1.0,9,True,Air,1807,Mushroom Pkg (Mycelium),2.64,9.532,0.000486,Food-Grade Mushroom Mycelium,146,5.1,0.486
9467,2025-01-29,Shampoo,Beauty,0.93,0.24,19,8,8.0,5,True,Road,572,PLA Bioplastic,1.37,0.266,0.001216,Lightweight PET Plastic,1082,0.97,1.941
9468,2025-11-24,Sneakers,Clothing,0.88,1.11,28,18,11.0,4,False,Road,568,Kraft Paper Mailer,1.24,0.315,0.005544,Single-Ply Kraft Paper,742,0.91,0.742
9469,2025-07-09,Glass Table,Furniture,13.5,6.34,104,61,5.0,10,False,Road,1973,Mushroom Pkg (Mycelium),7.4,13.318,0.03172,Food-Grade Mushroom Mycelium,146,5.1,0.486
9470,2025-06-20,Shampoo,Beauty,0.68,0.27,21,8,8.0,4,True,Road,276,PLA Bioplastic,1.07,0.094,0.001344,Lightweight PET Plastic,1082,0.97,1.941
9471,2025-09-25,Winter Jacket,Clothing,1.11,4.56,53,43,10.0,4,True,Air,1825,Kraft Paper Mailer,2.62,20.805,0.02279,Single-Ply Kraft Paper,742,0.91,0.742
9472,2025-03-05,Winter Jacket,Clothing,1.02,4.39,51,43,10.0,4,True,Road,265,Kraft Paper Mailer,2.56,0.582,0.02193,Single-Ply Kraft Paper,742,0.91,0.742
9473,2025-10-17,Smartphone,Electronics,0.28,0.02,16,6,1.0,9,True,Road,622,Mushroom Pkg (Mycelium),1.91,0.087,9.6e-05,Food-Grade Mushroom Mycelium,146,5.1,0.486
9474,2025-12-08,Sneakers,Clothing,0.97,1.38,32,18,12.0,5,False,Air,2525,Kraft Paper Mailer,1.55,8.711,0.006912,Single-Ply Kraft Paper,742,0.91,0.742
9475,2025-06-07,Sneakers,Clothing,0.88,1.25,30,19,11.0,4,False,Air,1826,Kraft Paper Mailer,1.3,5.706,0.00627,Single-Ply Kraft Paper,742,0.91,0.742
9476,2025-02-06,Perfume Bottle,Beauty,0.22,0.03,9,4,4.0,8,True,Road,420,Mushroom Pkg (Mycelium),1.69,0.046,0.000144,Food-Grade Mushroom Mycelium,146,5.1,0.486
9477,2025-01-29,Winter Jacket,Clothing,1.57,3.23,46,39,9.0,2,True,Air,1141,Kraft Paper Mailer,1.69,9.214,0.016146,Single-Ply Kraft Paper,742,0.91,0.742
9478,2025-06-20,Smartphone,Electronics,0.31,0.02,14,7,1.0,7,True,Air,2652,Honeycomb Paper,1.52,2.055,9.8e-05,Single-Ply Kraft Paper,742,0.91,0.742
9479,2025-07-17,Ceramic Vase,Home Decor,1.44,1.18,14,15,28.0,9,False,Road,363,Mushroom Pkg (Mycelium),2.38,0.261,0.00588,Food-Grade Mushroom Mycelium,146,5.1,0.486
9480,2025-02-17,Sneakers,Clothing,0.83,1.49,31,20,12.0,5,False,Air,965,Cornstarch Foam,1.6,3.595,0.00744,Double-Wall Cornstarch Foam,61,3.25,1.708
9481,2025-01-24,55-Inch TV,Electronics,15.85,6.19,109,71,4.0,9,True,Road,1891,Mushroom Pkg (Mycelium),8.14,14.986,0.030956,Food-Grade Mushroom Mycelium,146,5.1,0.486
9482,2025-01-03,Smartphone,Electronics,0.36,0.02,13,6,1.0,7,True,Air,2760,Honeycomb Paper,1.54,2.484,7.8e-05,Single-Ply Kraft Paper,742,0.91,0.742
9483,2025-05-09,Smartphone,Electronics,0.31,0.0,15,7,1.7302913453299058,7,True,Air,2515,Honeycomb Paper,1.52,1.949,0.0001816805912596401,Single-Ply Kraft Paper,742,0.91,0.742
9484,2025-11-03,Glass Table,Furniture,18.86,4.65,102,57,4.0,10,False,Road,2503,Mushroom Pkg (Mycelium),9.54,23.603,0.023256,Food-Grade Mushroom Mycelium,146,5.1,0.486
9485,2025-11-16,Laptop,Electronics,1.82,0.26,32,20,2.0,7,True,Air,904,Honeycomb Paper,2.13,4.113,0.00128,Single-Ply Kraft Paper,742,0.91,0.742
9486,2025-02-01,Sofa (Sectional),Furniture,66.8,248.92,184,89,76.0,8,False,Road,2811,Wood Crate,101.17,349.857,1.244576,Lightweight Plywood,515,2.23,0.535
9487,2025-03-31,Glass Table,Furniture,13.71,4.84,108,56,4.0,9,False,Road,410,Mushroom Pkg (Mycelium),7.28,2.811,0.024192,Food-Grade Mushroom Mycelium,146,5.1,0.486
9488,2025-01-07,T-Shirt,Clothing,0.28,0.09,26,18,1.0,2,False,Air,2248,Kraft Paper Mailer,0.51,1.574,0.000468,Single-Ply Kraft Paper,742,0.91,0.742
9489,2025-05-18,Office Chair,Furniture,14.65,34.77,57,61,50.0,4,False,Road,1955,Wood Crate,14.71,33.988,0.17385,Lightweight Plywood,515,2.23,0.535
9490,2025-10-11,T-Shirt,Clothing,0.19,0.09,23,20,1.0,2,False,Air,2853,Kraft Paper Mailer,0.48,1.355,0.00046,Single-Ply Kraft Paper,742,0.91,0.742
9491,2025-02-06,Winter Jacket,Clothing,1.42,3.48,47,37,10.0,4,True,Air,883,Kraft Paper Mailer,2.19,7.682,0.01739,Single-Ply Kraft Paper,742,0.91,0.742
9492,2025-01-09,Glass Table,Furniture,16.58,5.67,93,61,5.0,9,False,Road,112,Mushroom Pkg (Mycelium),8.43,0.928,0.028365,Food-Grade Mushroom Mycelium,146,5.1,0.486
9493,2025-02-01,Office Chair,Furniture,13.31,33.98,59,64,45.0,5,False,Road,1103,Wood Crate,14.59,18.74,0.16992,Lightweight Plywood,515,2.23,0.535
9494,2025-06-02,Perfume Bottle,Beauty,0.24,0.05,10,5,5.0,10,True,Air,2760,Mushroom Pkg (Mycelium),2.1,1.656,0.00025,Food-Grade Mushroom Mycelium,146,5.1,0.486
9495,2025-06-18,55-Inch TV,Electronics,18.26,7.59,130,73,4.0,10,True,Road,1786,Mushroom Pkg (Mycelium),9.3,16.306,0.03796,Food-Grade Mushroom Mycelium,146,5.1,0.486
9496,2025-01-16,Smart Watch,Electronics,0.18,0.0,5,4,1.7302913453299058,5,True,Air,2845,Honeycomb Paper,1.07,1.28,3.460582690659812e-05,Single-Ply Kraft Paper,742,0.91,0.742
9497,2025-07-02,Perfume Bottle,Beauty,0.23,0.04,10,5,4.0,10,True,Air,1699,Mushroom Pkg (Mycelium),2.09,0.977,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
9498,2025-03-23,Glass Table,Furniture,18.69,5.41,109,62,4.0,10,False,Road,1188,Mushroom Pkg (Mycelium),9.48,11.102,0.027032,Food-Grade Mushroom Mycelium,146,5.1,0.486
9499,2025-03-02,Sofa (Sectional),Furniture,62.23,281.62,195,87,83.0,7,False,Road,363,Wood Crate,114.05,51.114,1.408095,Lightweight Plywood,515,2.23,0.535
9500,2025-09-19,Sneakers,Clothing,1.19,1.34,32,19,11.0,4,False,Air,1410,Kraft Paper Mailer,1.34,4.724,0.006688,Single-Ply Kraft Paper,742,0.91,0.742
9501,2025-06-10,Winter Jacket,Clothing,1.54,4.13,48,43,10.0,2,True,Air,1773,Kraft Paper Mailer,2.05,18.306,0.02064,Single-Ply Kraft Paper,742,0.91,0.742
9502,2025-01-14,55-Inch TV,Electronics,21.37,5.97,113,66,4.0,10,True,Road,2118,Mushroom Pkg (Mycelium),10.55,22.631,0.029832,Food-Grade Mushroom Mycelium,146,5.1,0.486
9503,2025-09-05,Shampoo,Beauty,0.95,0.22,20,8,7.0,4,True,Air,2054,Cornstarch Foam,1.18,4.878,0.00112,Double-Wall Cornstarch Foam,61,3.25,1.708
9504,2025-07-16,Laptop,Electronics,1.67,0.12,31,20,1.0,7,True,Air,890,Honeycomb Paper,2.07,3.716,0.00062,Single-Ply Kraft Paper,742,0.91,0.742
9505,2025-04-21,Smartphone,Electronics,0.27,0.0,16,6,1.7302913453299058,7,True,Air,1187,Honeycomb Paper,1.51,0.801,0.00016610796915167094,Single-Ply Kraft Paper,742,0.91,0.742
9506,2025-02-13,Office Chair,Furniture,13.39,32.01,54,57,52.0,6,False,Road,1352,Wood Crate,14.0,21.639,0.160056,Lightweight Plywood,515,2.23,0.535
9507,2025-11-05,Smartphone,Electronics,0.23,0.0,14,7,1.7302913453299058,6,True,Road,564,Honeycomb Paper,1.29,0.065,0.00016956855184233077,Single-Ply Kraft Paper,742,0.91,0.742
9508,2025-11-03,Laptop,Electronics,1.52,0.23,29,20,2.0,9,True,Air,1464,Mushroom Pkg (Mycelium),2.41,5.563,0.00116,Food-Grade Mushroom Mycelium,146,5.1,0.486
9509,2025-07-06,Ceramic Vase,Home Decor,2.96,1.13,14,13,31.0,9,False,Air,2387,Mushroom Pkg (Mycelium),2.98,17.664,0.005642,Food-Grade Mushroom Mycelium,146,5.1,0.486
9510,2025-02-04,Smartphone,Electronics,0.28,0.02,15,7,1.0,9,True,Road,542,Mushroom Pkg (Mycelium),1.91,0.076,0.000105,Food-Grade Mushroom Mycelium,146,5.1,0.486
9511,2025-04-06,Shampoo,Beauty,0.61,0.21,19,7,8.0,4,True,Air,2932,PLA Bioplastic,1.04,4.471,0.001064,Lightweight PET Plastic,1082,0.97,1.941
9512,2025-01-26,Glass Table,Furniture,17.7,5.92,91,65,5.0,9,False,Road,1087,Mushroom Pkg (Mycelium),8.88,9.62,0.029575,Food-Grade Mushroom Mycelium,146,5.1,0.486
9513,2025-03-31,Ceramic Vase,Home Decor,1.71,1.22,14,14,31.0,10,False,Air,1438,Mushroom Pkg (Mycelium),2.68,6.147,0.006076,Food-Grade Mushroom Mycelium,146,5.1,0.486
9514,2025-09-11,Smartphone,Electronics,0.22,0.0,14,7,1.7302913453299058,9,True,Air,2097,Mushroom Pkg (Mycelium),1.89,1.153,0.00016956855184233077,Food-Grade Mushroom Mycelium,146,5.1,0.486
9515,2025-11-25,Glass Table,Furniture,18.65,6.14,96,64,5.0,10,False,Road,931,Mushroom Pkg (Mycelium),9.46,8.682,0.03072,Food-Grade Mushroom Mycelium,146,5.1,0.486
9516,2025-12-07,Perfume Bottle,Beauty,0.24,0.04,9,5,5.0,10,True,Air,2161,Mushroom Pkg (Mycelium),2.1,1.297,0.000225,Food-Grade Mushroom Mycelium,146,5.1,0.486
9517,2025-11-25,Laptop,Electronics,2.14,0.1,27,19,1.0,7,True,Road,571,Honeycomb Paper,2.26,0.611,0.000513,Single-Ply Kraft Paper,742,0.91,0.742
9518,2025-07-23,Office Chair,Furniture,14.87,44.23,65,63,54.0,5,False,Road,715,Wood Crate,18.69,15.812,0.22113,Lightweight Plywood,515,2.23,0.535
9519,2025-07-15,Ceramic Vase,Home Decor,2.37,1.34,15,14,32.0,10,False,Air,1605,Mushroom Pkg (Mycelium),2.95,9.51,0.00672,Food-Grade Mushroom Mycelium,146,5.1,0.486
9520,2025-07-20,Sofa (Sectional),Furniture,72.43,293.34,206,89,80.0,6,False,Road,2151,Wood Crate,118.54,315.487,1.46672,Lightweight Plywood,515,2.23,0.535
9521,2025-09-11,Sofa (Sectional),Furniture,65.68,217.27,184,82,72.0,6,False,Road,2513,Wood Crate,88.11,273.0,1.086336,Lightweight Plywood,515,2.23,0.535
9522,2025-06-12,Smartphone,Electronics,0.35,0.02,14,7,1.0,6,True,Air,2018,Honeycomb Paper,1.34,1.766,9.8e-05,Single-Ply Kraft Paper,742,0.91,0.742
9523,2025-02-26,Smart Watch,Electronics,0.18,0.0,5,4,1.0,5,True,Air,2411,Honeycomb Paper,1.07,1.085,2e-05,Single-Ply Kraft Paper,742,0.91,0.742
9524,2025-03-27,55-Inch TV,Electronics,18.25,8.52,131,65,5.0,9,True,Road,1333,Mushroom Pkg (Mycelium),9.1,12.164,0.042575,Food-Grade Mushroom Mycelium,146,5.1,0.486
9525,2025-10-23,Smartphone,Electronics,0.25,0.02,14,6,1.0,7,True,Air,2627,Honeycomb Paper,1.5,1.642,8.4e-05,Single-Ply Kraft Paper,742,0.91,0.742
9526,2025-08-27,T-Shirt,Clothing,0.2,0.21,26,20,2.0,2,False,Road,428,Kraft Paper Mailer,0.48,0.045,0.00104,Single-Ply Kraft Paper,742,0.91,0.742
9527,2025-11-02,55-Inch TV,Electronics,19.7,8.61,123,70,5.0,9,True,Road,1563,Mushroom Pkg (Mycelium),9.68,15.396,0.04305,Food-Grade Mushroom Mycelium,146,5.1,0.486
9528,2025-10-30,Shampoo,Beauty,0.9,0.24,21,8,7.0,5,True,Air,2381,PLA Bioplastic,1.36,5.357,0.001176,Lightweight PET Plastic,1082,0.97,1.941
9529,2025-07-07,55-Inch TV,Electronics,24.79,8.04,120,67,5.0,10,True,Road,2381,Mushroom Pkg (Mycelium),11.92,29.512,0.0402,Food-Grade Mushroom Mycelium,146,5.1,0.486
9530,2025-09-18,Smartphone,Electronics,0.39,0.0,13,6,1.7302913453299058,8,True,Air,1202,Mushroom Pkg (Mycelium),1.76,1.172,0.00013496272493573267,Food-Grade Mushroom Mycelium,146,5.1,0.486
9531,2025-11-22,Glass Table,Furniture,19.46,5.72,97,59,5.0,9,False,Road,2153,Mushroom Pkg (Mycelium),9.58,20.949,0.028615,Food-Grade Mushroom Mycelium,146,5.1,0.486
9532,2025-07-28,Glass Table,Furniture,18.08,5.06,102,62,4.0,10,False,Road,2205,Cornstarch Foam,9.23,19.933,0.025296,Double-Wall Cornstarch Foam,61,3.25,1.708
9533,2025-11-21,Glass Table,Furniture,18.19,5.04,97,65,4.0,9,False,Road,537,Mushroom Pkg (Mycelium),9.08,4.884,0.02522,Food-Grade Mushroom Mycelium,146,5.1,0.486
9534,2025-06-30,Shampoo,Beauty,0.99,0.21,19,8,7.0,4,True,Air,1419,PLA Bioplastic,1.2,3.512,0.001064,Lightweight PET Plastic,1082,0.97,1.941
9535,2025-08-12,Sneakers,Clothing,1.03,1.39,29,20,12.0,5,False,Road,90,Kraft Paper Mailer,1.56,0.063,0.00696,Single-Ply Kraft Paper,742,0.91,0.742
9536,2025-01-19,Winter Jacket,Clothing,1.59,3.86,51,42,9.0,3,True,Air,1898,Kraft Paper Mailer,2.14,18.316,0.019278,Single-Ply Kraft Paper,742,0.91,0.742
9537,2025-07-27,55-Inch TV,Electronics,23.43,6.48,114,71,4.0,9,True,Road,108,Mushroom Pkg (Mycelium),11.17,1.265,0.032376,Food-Grade Mushroom Mycelium,146,5.1,0.486
9538,2025-09-03,Winter Jacket,Clothing,1.87,4.45,53,42,10.0,3,True,Air,2690,Mushroom Pkg (Mycelium),2.38,29.926,0.02226,Food-Grade Mushroom Mycelium,146,5.1,0.486
9539,2025-10-20,Shampoo,Beauty,0.63,0.2,18,7,8.0,4,True,Air,2901,PLA Bioplastic,1.05,4.569,0.001008,Lightweight PET Plastic,1082,0.97,1.941
9540,2025-07-24,Smartphone,Electronics,0.21,0.02,13,7,1.0,7,True,Air,2909,Corrugated Cardboard,1.48,1.527,9.1e-05,Industrial-Grade Corrugated Cardboard,688,0.92,1.031
9541,2025-06-04,Perfume Bottle,Beauty,0.32,0.04,9,5,5.0,10,True,Air,2279,Mushroom Pkg (Mycelium),2.13,1.823,0.000225,Food-Grade Mushroom Mycelium,146,5.1,0.486
9542,2025-11-27,Glass Table,Furniture,19.14,4.92,108,57,4.0,9,False,Road,1161,Mushroom Pkg (Mycelium),9.46,11.111,0.024624,Food-Grade Mushroom Mycelium,146,5.1,0.486
9543,2025-10-07,Smart Watch,Electronics,0.12,0.0,5,4,1.7302913453299058,5,True,Road,659,Honeycomb Paper,1.05,0.04,3.460582690659812e-05,Single-Ply Kraft Paper,742,0.91,0.742
9544,2025-06-08,Ceramic Vase,Home Decor,1.63,1.39,16,15,29.0,9,False,Air,1647,Mushroom Pkg (Mycelium),2.45,6.712,0.00696,Food-Grade Mushroom Mycelium,146,5.1,0.486
9545,2025-08-13,Smart Watch,Electronics,0.16,0.0,4,4,1.7302913453299058,6,True,Air,2277,Honeycomb Paper,1.26,0.911,2.7684661525278493e-05,Single-Ply Kraft Paper,742,0.91,0.742
