Record_ID,Main_Category,Subcategory,Packaging_Format,Primary_Material,Closure_Type,Barrier_Level,Product_Weight_kg,Packaging_Weight_kg,Pack_to_Product_Ratio,Shelf_Life_Days,Recyclability_Percentage,CO2_Emission_Packaging_kgCO2e,Biodegradability_Score_0_1,Breakage_Risk_0_1,Recycling_Label,Logistics_Region,End_of_Life_Score_0_1,Overall_Sustainability_Score_0_1
3376,Healthcare OTC,Pain Relief,Tray,Corrugated Board,Screw Cap,High,0.054,0.0059,0.11,321,77,0.0048,0.782,0.097,Compostable,Tier-2 City,0.742,0.839
3377,Food & Beverage,Snacks,Pouch,Bioplastic,Heat Seal,High,0.199,0.0236,0.119,302,72,0.0147,0.714,0.02,Widely Recycled,Urban Metro,0.912,0.829
3378,Apparel & Fashion,Jacket,Can,Tinplate,Snap Fit,Medium,0.761,0.1715,0.225,241,36,0.509,0.406,0.018,Return to Store,Urban Metro,0.482,0.433
3379,Household Care,Air Freshener,Bottle,Flexible Plastic,Pump,High,0.391,0.046,0.118,223,24,0.179,0.22,0.082,Not Recycled,Urban Metro,0.353,0.428
3380,Baby Products,Baby Food,Pouch,Bioplastic,Heat Seal,High,0.304,0.0308,0.102,172,92,0.022,0.908,0.141,Not Recycled,Urban Metro,0.393,0.855
3381,Healthcare OTC,Pain Relief,Tub,Glass,Screw Cap,High,0.058,0.0119,0.205,187,80,0.011,0.317,0.209,Return to Store,Tier-2 City,0.494,0.667
3382,Stationery,Notebook,Tray,Paperboard,Screw Cap,Medium,0.346,0.0479,0.138,185,83,0.0147,0.721,0.108,Return to Store,Tier-2 City,0.229,0.756
3383,Food & Beverage,Dairy,Pouch,Flexible Plastic,None,Ultra High,0.344,0.0775,0.225,241,67,0.1807,0.259,0.138,Not Recycled,Urban Metro,0.311,0.539
3384,Food & Beverage,Confectionery,Pouch,Glass,Zipper,High,0.076,0.0237,0.312,216,76,0.0275,0.518,0.082,Widely Recycled,Rural,0.883,0.77
3385,Electronics,Headphones,Carton,Composite (Plastic+Paper),Snap Fit,High,0.301,0.0455,0.151,227,43,0.1106,0.16,0.028,Check Locally,Urban Metro,0.497,0.498
3386,Electronics,Headphones,Carton,Paperboard,None,Low,0.301,0.0534,0.177,100,98,0.0544,0.874,0.025,Compostable,Tier-1 City,0.792,0.912
3387,Household Care,Laundry Detergent,Pouch,Aluminium,Heat Seal,Medium,0.872,0.2351,0.27,124,96,0.1218,0.484,0.023,Widely Recycled,Tier-1 City,0.82,0.772
3388,Household Care,Laundry Detergent,Bottle,Flexible Plastic,Pump,Medium,1.076,0.1369,0.127,206,56,0.3295,0.231,0.107,Compostable,Urban Metro,0.752,0.525
3389,Household Care,Laundry Detergent,Carton,Corrugated Board,Zipper,Medium,0.924,0.0806,0.087,134,80,0.0932,0.822,0.116,Widely Recycled,Tier-2 City,0.897,0.855
3390,Food & Beverage,Staples,Pouch,Glass,Zipper,High,0.868,0.1781,0.205,295,75,0.2564,0.549,0.243,Compostable,Urban Metro,0.815,0.699
3391,Personal Care,Soap,Tray,Paperboard,None,High,0.082,0.0087,0.107,284,74,0.0039,0.927,0.065,Not Recycled,Urban Metro,0.337,0.813
3392,Food & Beverage,Staples,Pouch,Composite (Plastic+Paper),Heat Seal,High,1.078,0.0917,0.085,377,22,0.2684,0.254,0.016,Compostable,Urban Metro,0.783,0.47
3393,Personal Care,Soap,Box,Composite (Plastic+Paper),Screw Cap,Medium,0.11,0.0259,0.236,180,65,0.0957,0.224,0.111,Not Recycled,Urban Metro,0.283,0.543
3394,Food & Beverage,Soft Drinks,Carton,Corrugated Board,Flip Top,High,1.122,0.1493,0.133,345,96,0.2228,0.87,0.059,Widely Recycled,Tier-1 City,0.857,0.865
3395,Pet Care,Cat Litter,Carton,Corrugated Board,Zipper,High,3.558,0.5618,0.158,300,92,0.6886,0.742,0.066,Widely Recycled,Urban Metro,0.727,0.656
3396,Personal Care,Soap,Sachet,Rigid Plastic,Heat Seal,Medium,0.087,0.0148,0.171,161,69,0.0229,0.031,0.042,Compostable,Tier-2 City,0.857,0.604
3397,Electronics,Laptop,Blister Pack,Corrugated Board,Zipper,Low,1.603,0.155,0.097,58,79,0.1896,0.752,0.128,Check Locally,Urban Metro,0.63,0.763
3398,Electronics,Laptop,Tube,Bioplastic,None,Medium,1.927,0.3118,0.162,105,92,0.4582,0.756,0.018,Return to Store,Urban Metro,0.181,0.647
3399,Healthcare OTC,Digestive Aid,Carton,Composite (Plastic+Paper),Zipper,High,0.05,0.0071,0.142,303,74,0.0208,0.002,0.044,Widely Recycled,Rural,0.969,0.627
3400,Baby Products,Baby Wipes,Box,Corrugated Board,Flip Top,High,0.366,0.0466,0.127,236,82,0.0473,0.799,0.042,Check Locally,Tier-2 City,0.748,0.844
3401,Pet Care,Pet Shampoo,Can,Glass,Pump,Medium,0.374,0.0927,0.248,160,98,0.0937,0.527,0.095,Check Locally,Rural,0.699,0.782
3402,Healthcare OTC,Cold & Flu,Pouch,Flexible Plastic,None,Medium,0.058,0.0132,0.23,86,77,0.0491,0.032,0.098,Widely Recycled,Tier-1 City,0.807,0.611
3403,Electronics,Laptop,Can,Composite (Plastic+Paper),Zipper,Low,1.468,0.208,0.142,73,66,0.5383,0.195,0.146,Widely Recycled,Urban Metro,0.909,0.499
3404,Electronics,Headphones,Blister Pack,Composite (Plastic+Paper),Snap Fit,Medium,0.317,0.0742,0.234,181,69,0.1177,0.114,0.09,Widely Recycled,Tier-2 City,0.741,0.584
3405,Personal Care,Soap,Tub,Rigid Plastic,Flip Top,High,0.095,0.0155,0.163,304,63,0.0253,0.289,0.122,Return to Store,Rural,0.143,0.56
3406,Healthcare OTC,Vitamins,Box,Composite (Plastic+Paper),Heat Seal,Ultra High,0.192,0.0372,0.193,298,62,0.0818,0.091,0.109,Check Locally,Tier-1 City,0.478,0.531
3407,Apparel & Fashion,Shoes,Blister Pack,Rigid Plastic,Snap Fit,Low,1.074,0.2219,0.207,43,22,0.8221,0.046,0.092,Not Recycled,Tier-1 City,0.441,0.19
3408,Food & Beverage,Dairy,Tray,Paperboard,Heat Seal,High,0.493,0.0296,0.06,322,84,0.0275,0.947,0.11,Widely Recycled,Tier-1 City,0.72,0.896
3409,Electronics,Laptop,Sachet,Bioplastic,None,Medium,2.713,0.4831,0.178,134,99,0.6758,0.955,0.064,Check Locally,Urban Metro,0.439,0.698
3410,Stationery,Pen,Sachet,Glass,Zipper,Medium,0.05,0.0107,0.214,248,86,0.0158,0.123,0.136,Check Locally,Tier-1 City,0.611,0.639
3411,Apparel & Fashion,T-Shirt,Blister Pack,Glass,Snap Fit,Low,0.202,0.0649,0.322,57,71,0.0466,0.297,0.214,Check Locally,Tier-2 City,0.49,0.627
3412,Electronics,Mobile Phone,Tub,Rigid Plastic,Pump,Medium,0.493,0.0544,0.11,110,21,0.0917,0.032,0.042,Check Locally,Tier-1 City,0.736,0.447
3413,Cosmetics,Nail Polish,Can,Steel,Flip Top,Medium,0.05,0.0148,0.297,183,50,0.0189,0.341,0.017,Return to Store,Urban Metro,0.15,0.546
3414,Household Care,Laundry Detergent,Can,Steel,Snap Fit,Low,1.318,0.2591,0.197,67,37,0.7072,0.413,0.035,Widely Recycled,Urban Metro,0.803,0.426
3415,Electronics,Mobile Phone,Carton,Paperboard,Zipper,Low,0.477,0.0794,0.166,100,82,0.083,0.985,0.104,Widely Recycled,Tier-2 City,0.985,0.924
3416,Household Care,Floor Cleaner,Can,Bioplastic,Screw Cap,Medium,0.821,0.1761,0.215,175,88,0.2392,0.948,0.055,Check Locally,Tier-1 City,0.44,0.8
3417,Baby Products,Baby Food,Blister Pack,Paperboard,Screw Cap,Medium,0.209,0.0172,0.082,186,97,0.0196,0.792,0.133,Widely Recycled,Rural,0.934,0.915
3418,Food & Beverage,Staples,Bottle,Rigid Plastic,Screw Cap,Ultra High,1.269,0.1925,0.152,288,67,0.5703,0.059,0.135,Widely Recycled,Tier-1 City,0.71,0.422
3419,Personal Care,Toothpaste,Tray,Corrugated Board,Snap Fit,Low,0.119,0.0114,0.096,84,90,0.0167,0.908,0.134,Check Locally,Urban Metro,0.536,0.874
3420,Apparel & Fashion,Jacket,Blister Pack,Composite (Plastic+Paper),Screw Cap,Low,0.64,0.1015,0.159,67,58,0.2617,0.126,0.07,Not Recycled,Rural,0.197,0.435
3421,Personal Care,Soap,Carton,Composite (Plastic+Paper),Flip Top,Medium,0.1,0.0148,0.148,183,52,0.0526,0.198,0.09,Widely Recycled,Urban Metro,0.841,0.601
3422,Apparel & Fashion,Jeans,Tub,Rigid Plastic,Flip Top,High,0.732,0.099,0.135,391,72,0.2483,0.112,0.1,Check Locally,Tier-2 City,0.583,0.528
3423,Cosmetics,Mascara,Pouch,Composite (Plastic+Paper),Heat Seal,Low,0.05,0.0078,0.156,101,40,0.0242,0.182,0.058,Check Locally,Tier-2 City,0.777,0.566
3424,Cosmetics,Foundation,Tray,Composite (Plastic+Paper),Zipper,Medium,0.053,0.0065,0.122,191,34,0.0167,0.015,0.106,Check Locally,Tier-1 City,0.617,0.478
3425,Baby Products,Baby Food,Box,Composite (Plastic+Paper),Flip Top,Ultra High,0.201,0.0167,0.083,291,39,0.0277,0.122,0.036,Widely Recycled,Urban Metro,0.948,0.568
3426,Personal Care,Shampoo,Bottle,Flexible Plastic,Screw Cap,Medium,0.199,0.0486,0.244,249,30,0.1113,0.035,0.045,Check Locally,Urban Metro,0.59,0.442
3427,Cosmetics,Mascara,Tray,Composite (Plastic+Paper),Screw Cap,Medium,0.05,0.009,0.181,150,73,0.0358,0.294,0.088,Check Locally,Tier-2 City,0.418,0.623
3428,Pet Care,Pet Shampoo,Tray,Composite (Plastic+Paper),Zipper,Medium,0.475,0.0571,0.12,139,33,0.0945,0.118,0.024,Check Locally,Tier-2 City,0.602,0.48
3429,Cosmetics,Mascara,Bottle,Flexible Plastic,Screw Cap,Medium,0.05,0.0072,0.143,203,74,0.0239,0.228,0.089,Check Locally,Tier-2 City,0.693,0.652
3430,Cosmetics,Nail Polish,Tray,Corrugated Board,None,Low,0.05,0.0087,0.174,84,93,0.0042,0.812,0.036,Check Locally,Tier-2 City,0.735,0.886
3431,Personal Care,Soap,Pouch,Bioplastic,Zipper,Medium,0.098,0.015,0.153,234,86,0.0152,0.776,0.067,Widely Recycled,Rural,0.785,0.863
3432,Personal Care,Toothpaste,Tube,Flexible Plastic,None,Medium,0.131,0.0191,0.146,186,33,0.0345,0.278,0.108,Return to Store,Urban Metro,0.194,0.486
3433,Pet Care,Pet Food,Box,Composite (Plastic+Paper),Heat Seal,Medium,2.635,0.5793,0.22,200,48,1.8489,0.22,0.096,Widely Recycled,Urban Metro,0.772,0.049
3434,Healthcare OTC,Cold & Flu,Can,Aluminium,Pump,High,0.05,0.0165,0.33,298,86,0.0118,0.109,0.023,Check Locally,Rural,0.674,0.647
3435,Food & Beverage,Snacks,Bottle,Flexible Plastic,Screw Cap,High,0.164,0.0351,0.214,358,79,0.1324,0.178,0.135,Widely Recycled,Tier-1 City,0.992,0.66
3436,Household Care,Laundry Detergent,Box,Paperboard,None,Medium,1.112,0.0736,0.066,148,85,0.0806,0.716,0.123,Not Recycled,Urban Metro,0.348,0.756
3437,Pet Care,Cat Litter,Sachet,Glass,Heat Seal,Low,4.988,1.3255,0.266,148,96,1.5074,0.553,0.11,Widely Recycled,Urban Metro,0.843,0.382
3438,Food & Beverage,Dairy,Carton,Composite (Plastic+Paper),Snap Fit,High,0.607,0.1514,0.249,181,35,0.2786,0.124,0.03,Not Recycled,Tier-1 City,0.235,0.377
3439,Pet Care,Cat Litter,Tube,Flexible Plastic,Zipper,Medium,6.07,0.9963,0.164,138,21,2.2031,0.27,0.082,Check Locally,Tier-2 City,0.468,0.0
3440,Electronics,Headphones,Can,Rigid Plastic,None,High,0.293,0.0552,0.188,190,58,0.175,0.214,0.081,Not Recycled,Urban Metro,0.162,0.482
3441,Stationery,Printer Ink,Tray,Corrugated Board,Screw Cap,Low,0.182,0.0196,0.108,86,70,0.02,0.722,0.03,Not Recycled,Tier-1 City,0.387,0.744
3442,Baby Products,Baby Wipes,Pouch,Steel,None,Ultra High,0.397,0.106,0.267,273,36,0.1914,0.541,0.038,Return to Store,Tier-1 City,0.142,0.518
3443,Household Care,Dishwash,Blister Pack,Composite (Plastic+Paper),Flip Top,Low,0.761,0.1394,0.183,93,68,0.3702,0.216,0.013,Check Locally,Tier-1 City,0.771,0.541
3444,Apparel & Fashion,Jeans,Carton,Composite (Plastic+Paper),Heat Seal,Medium,0.617,0.1111,0.18,249,46,0.3135,0.248,0.068,Check Locally,Tier-2 City,0.642,0.494
3445,Stationery,Pen,Blister Pack,Corrugated Board,Flip Top,High,0.05,0.0037,0.073,277,78,0.0049,0.833,0.065,Not Recycled,Tier-1 City,0.122,0.764
3446,Healthcare OTC,Cold & Flu,Tray,Composite (Plastic+Paper),Heat Seal,High,0.05,0.0102,0.204,169,71,0.0175,0.278,0.14,Compostable,Tier-2 City,0.738,0.667
3447,Cosmetics,Mascara,Can,Aluminium,Flip Top,Medium,0.05,0.009,0.179,183,96,0.0087,0.506,0.015,Check Locally,Urban Metro,0.466,0.761
3448,Personal Care,Soap,Tub,Glass,Flip Top,Low,0.075,0.0149,0.199,114,70,0.0104,0.298,0.205,Widely Recycled,Rural,0.712,0.67
3449,Personal Care,Shampoo,Carton,Paperboard,None,High,0.204,0.0276,0.135,348,84,0.0175,0.794,0.06,Widely Recycled,Tier-1 City,0.865,0.874
3450,Personal Care,Toothpaste,Bottle,Flexible Plastic,Screw Cap,High,0.142,0.0208,0.146,307,78,0.048,0.041,0.049,Widely Recycled,Urban Metro,0.804,0.615
3451,Electronics,Headphones,Tray,Corrugated Board,Pump,Medium,0.385,0.0679,0.177,146,71,0.036,0.892,0.136,Widely Recycled,Tier-1 City,0.751,0.848
3452,Pet Care,Pet Food,Blister Pack,Bioplastic,Pump,Medium,2.06,0.427,0.207,151,70,0.277,0.741,0.042,Not Recycled,Tier-2 City,0.46,0.685
3453,Cosmetics,Foundation,Carton,Composite (Plastic+Paper),Screw Cap,Low,0.054,0.011,0.205,114,68,0.0235,0.224,0.118,Not Recycled,Tier-2 City,0.369,0.587
3454,Electronics,Headphones,Tray,Paperboard,None,Medium,0.305,0.0196,0.064,131,78,0.0205,0.791,0.061,Check Locally,Tier-1 City,0.53,0.807
3455,Pet Care,Pet Food,Box,Composite (Plastic+Paper),None,Low,2.418,0.3929,0.163,95,36,0.7418,0.169,0.069,Check Locally,Urban Metro,0.685,0.323
3456,Pet Care,Pet Food,Tray,Composite (Plastic+Paper),Zipper,Low,2.422,0.4118,0.17,74,37,0.7697,0.21,0.062,Widely Recycled,Tier-1 City,0.834,0.351
3457,Food & Beverage,Soft Drinks,Tub,Glass,Flip Top,Ultra High,0.709,0.2115,0.299,300,90,0.0699,0.4,0.134,Check Locally,Urban Metro,0.471,0.696
3458,Apparel & Fashion,T-Shirt,Bottle,Rigid Plastic,Screw Cap,Low,0.297,0.0692,0.233,66,51,0.2122,0.291,0.045,Compostable,Rural,0.83,0.576
3459,Pet Care,Pet Shampoo,Tub,Flexible Plastic,Screw Cap,Medium,0.373,0.0689,0.185,127,40,0.1851,0.292,0.081,Widely Recycled,Urban Metro,0.983,0.581
3460,Household Care,Floor Cleaner,Blister Pack,Tinplate,Pump,Medium,0.86,0.2419,0.281,192,51,0.5676,0.226,0.032,Check Locally,Urban Metro,0.535,0.407
3461,Healthcare OTC,Digestive Aid,Can,Bioplastic,Snap Fit,High,0.05,0.0114,0.228,222,99,0.0085,0.716,0.028,Check Locally,Urban Metro,0.795,0.881
3462,Household Care,Air Freshener,Carton,Corrugated Board,Screw Cap,Medium,0.475,0.0336,0.071,185,89,0.0108,0.937,0.124,Widely Recycled,Tier-2 City,0.973,0.947
3463,Personal Care,Shampoo,Bottle,Flexible Plastic,Pump,Medium,0.222,0.0292,0.132,243,46,0.0934,0.03,0.036,Return to Store,Tier-1 City,0.309,0.443
3464,Stationery,Marker,Tub,Flexible Plastic,Screw Cap,Medium,0.05,0.0117,0.234,147,44,0.0407,0.061,0.079,Check Locally,Urban Metro,0.62,0.511
3465,Pet Care,Pet Shampoo,Box,Corrugated Board,Screw Cap,Low,0.385,0.033,0.086,131,82,0.0267,0.872,0.015,Check Locally,Tier-1 City,0.464,0.829
3466,Food & Beverage,Soft Drinks,Tube,Rigid Plastic,Zipper,High,0.996,0.1788,0.18,282,55,0.4229,0.163,0.092,Check Locally,Urban Metro,0.41,0.423
3467,Cosmetics,Mascara,Box,Paperboard,Screw Cap,Medium,0.05,0.0053,0.106,152,93,0.0056,0.71,0.146,Return to Store,Urban Metro,0.417,0.808
3468,Food & Beverage,Ready-to-Eat,Carton,Corrugated Board,Screw Cap,Ultra High,0.404,0.0661,0.164,239,79,0.0428,0.792,0.077,Not Recycled,Urban Metro,0.368,0.778
3469,Pet Care,Pet Shampoo,Tray,Composite (Plastic+Paper),Screw Cap,Medium,0.351,0.0837,0.239,73,55,0.2637,0.006,0.104,Not Recycled,Tier-1 City,0.133,0.381
3470,Baby Products,Diapers,Can,Glass,Snap Fit,Ultra High,1.102,0.1748,0.159,189,84,0.1935,0.303,0.202,Check Locally,Tier-1 City,0.632,0.64
3471,Baby Products,Baby Food,Carton,Paperboard,Heat Seal,Ultra High,0.263,0.0291,0.111,345,92,0.0287,0.965,0.137,Not Recycled,Urban Metro,0.493,0.886
3472,Food & Beverage,Staples,Tube,Rigid Plastic,Zipper,Medium,1.041,0.1382,0.133,166,73,0.2529,0.001,0.012,Return to Store,Tier-1 City,0.401,0.467
3473,Pet Care,Pet Shampoo,Tub,Rigid Plastic,Flip Top,Medium,0.32,0.0473,0.148,203,63,0.1515,0.169,0.147,Check Locally,Rural,0.416,0.525
3474,Food & Beverage,Dairy,Sachet,Glass,None,Ultra High,0.516,0.116,0.225,260,97,0.1721,0.486,0.105,Not Recycled,Urban Metro,0.287,0.681
3475,Apparel & Fashion,T-Shirt,Tub,Flexible Plastic,Screw Cap,Low,0.205,0.0494,0.241,125,66,0.1355,0.276,0.13,Widely Recycled,Tier-1 City,0.959,0.653
3476,Apparel & Fashion,T-Shirt,Tub,Glass,Screw Cap,Medium,0.271,0.0782,0.288,169,89,0.0851,0.259,0.187,Not Recycled,Urban Metro,0.129,0.595
3477,Cosmetics,Nail Polish,Sachet,Glass,Heat Seal,Medium,0.05,0.0081,0.163,188,91,0.0101,0.525,0.144,Widely Recycled,Tier-1 City,0.716,0.791
3478,Apparel & Fashion,Shoes,Can,Tinplate,Snap Fit,Low,0.969,0.1934,0.2,125,34,0.3601,0.4,0.012,Check Locally,Rural,0.794,0.517
3479,Electronics,Laptop,Tray,Composite (Plastic+Paper),Flip Top,Low,1.466,0.3237,0.221,53,25,0.6043,0.272,0.124,Not Recycled,Rural,0.29,0.307
3480,Healthcare OTC,Cold & Flu,Bottle,Rigid Plastic,Pump,High,0.051,0.009,0.175,254,72,0.0251,0.259,0.088,Widely Recycled,Urban Metro,0.825,0.674
3481,Healthcare OTC,Vitamins,Tray,Composite (Plastic+Paper),Zipper,Ultra High,0.226,0.029,0.128,334,53,0.0872,0.106,0.104,Check Locally,Urban Metro,0.54,0.52
3482,Household Care,Floor Cleaner,Box,Corrugated Board,Snap Fit,Low,0.977,0.1451,0.148,87,75,0.0573,0.749,0.063,Compostable,Urban Metro,0.816,0.819
3483,Electronics,Small Appliance,Tub,Glass,Screw Cap,High,2.893,0.9418,0.326,332,79,1.3931,0.424,0.217,Widely Recycled,Urban Metro,0.799,0.327
3484,Stationery,Pen,Can,Steel,None,Medium,0.05,0.0107,0.214,217,50,0.0283,0.499,0.048,Check Locally,Tier-1 City,0.791,0.685
3485,Cosmetics,Nail Polish,Can,Corrugated Board,Flip Top,Medium,0.05,0.0038,0.075,232,92,0.0034,0.711,0.065,Check Locally,Tier-2 City,0.407,0.805
3486,Household Care,Dishwash,Box,Corrugated Board,Snap Fit,Low,0.745,0.0682,0.092,115,91,0.0588,0.802,0.104,Widely Recycled,Tier-1 City,0.879,0.883
3487,Stationery,Pen,Blister Pack,Glass,Screw Cap,High,0.05,0.0165,0.33,148,93,0.024,0.233,0.157,Return to Store,Urban Metro,0.371,0.653
3488,Personal Care,Toothpaste,Can,Composite (Plastic+Paper),Flip Top,Medium,0.14,0.0156,0.111,243,44,0.0516,0.256,0.118,Check Locally,Urban Metro,0.682,0.576
3489,Baby Products,Baby Food,Sachet,Glass,Heat Seal,Medium,0.246,0.0703,0.286,97,78,0.0891,0.505,0.175,Widely Recycled,Tier-2 City,0.997,0.77
3490,Baby Products,Baby Food,Carton,Paperboard,Screw Cap,High,0.233,0.0398,0.171,255,79,0.0177,0.804,0.049,Check Locally,Urban Metro,0.763,0.848
3491,Cosmetics,Foundation,Carton,Composite (Plastic+Paper),Screw Cap,Medium,0.06,0.0149,0.248,300,57,0.0558,0.274,0.024,Widely Recycled,Tier-2 City,0.802,0.629
3492,Pet Care,Pet Food,Tube,Flexible Plastic,Pump,Medium,1.711,0.1859,0.109,231,57,0.5935,0.17,0.04,Not Recycled,Rural,0.478,0.388
3493,Stationery,Notebook,Box,Composite (Plastic+Paper),Pump,Low,0.49,0.0397,0.081,86,72,0.1186,0.072,0.059,Widely Recycled,Tier-1 City,0.923,0.605
3494,Household Care,Floor Cleaner,Blister Pack,Paperboard,Pump,Low,1.001,0.1307,0.131,128,74,0.1568,0.992,0.078,Not Recycled,Urban Metro,0.294,0.781
3495,Electronics,Small Appliance,Tray,Paperboard,Flip Top,Medium,3.854,0.6146,0.159,183,72,0.6686,0.843,0.094,Compostable,Urban Metro,0.873,0.665
3496,Food & Beverage,Ready-to-Eat,Can,Rigid Plastic,Flip Top,High,0.425,0.088,0.207,308,34,0.2591,0.262,0.133,Widely Recycled,Urban Metro,0.968,0.533
3497,Personal Care,Soap,Tub,Flexible Plastic,Flip Top,Low,0.128,0.0282,0.219,68,65,0.0993,0.154,0.032,Check Locally,Rural,0.596,0.569
3498,Electronics,Small Appliance,Blister Pack,Flexible Plastic,None,Medium,3.252,0.4014,0.123,108,58,1.514,0.121,0.142,Widely Recycled,Tier-1 City,0.997,0.178
3499,Electronics,Headphones,Pouch,Composite (Plastic+Paper),Zipper,Low,0.285,0.0382,0.134,81,71,0.0609,0.25,0.097,Not Recycled,Tier-1 City,0.436,0.601
3500,Stationery,Printer Ink,Bottle,Bioplastic,Flip Top,Low,0.194,0.0435,0.224,37,83,0.0395,0.924,0.064,Widely Recycled,Urban Metro,0.838,0.899
3501,Pet Care,Pet Food,Sachet,Bioplastic,Zipper,Medium,1.647,0.3246,0.197,177,84,0.1047,0.718,0.138,Widely Recycled,Rural,0.834,0.821
3502,Baby Products,Baby Lotion,Tube,Flexible Plastic,None,Ultra High,0.316,0.0663,0.21,212,72,0.141,0.1,0.09,Check Locally,Urban Metro,0.432,0.533
3503,Electronics,Laptop,Pouch,Paperboard,Zipper,Low,1.972,0.1148,0.058,59,78,0.1617,0.709,0.133,Check Locally,Tier-1 City,0.737,0.77
3504,Healthcare OTC,Digestive Aid,Blister Pack,Bioplastic,Heat Seal,High,0.05,0.0048,0.097,196,92,0.0047,0.768,0.116,Widely Recycled,Urban Metro,0.885,0.893
3505,Apparel & Fashion,Shoes,Tub,Glass,Flip Top,High,1.113,0.2216,0.199,176,87,0.101,0.428,0.168,Check Locally,Rural,0.45,0.685
3506,Stationery,Pen,Pouch,Glass,Heat Seal,Medium,0.05,0.0128,0.256,146,71,0.0044,0.103,0.159,Widely Recycled,Tier-2 City,0.702,0.614
3507,Stationery,Pen,Tube,Rigid Plastic,Zipper,Low,0.05,0.0104,0.208,100,23,0.0311,0.204,0.119,Widely Recycled,Tier-2 City,0.724,0.52
3508,Healthcare OTC,Pain Relief,Tub,Rigid Plastic,Pump,High,0.059,0.0103,0.175,207,40,0.0195,0.11,0.14,Widely Recycled,Tier-1 City,0.822,0.551
3509,Cosmetics,Mascara,Tub,Flexible Plastic,Pump,High,0.05,0.0088,0.177,222,61,0.0245,0.186,0.121,Widely Recycled,Rural,0.774,0.619
3510,Apparel & Fashion,T-Shirt,Blister Pack,Corrugated Board,Zipper,High,0.289,0.0218,0.076,305,99,0.0209,0.974,0.103,Check Locally,Tier-2 City,0.508,0.91
3511,Apparel & Fashion,Jeans,Bottle,Flexible Plastic,Flip Top,Low,0.829,0.1636,0.197,95,79,0.303,0.103,0.063,Widely Recycled,Tier-1 City,0.953,0.582
3512,Baby Products,Diapers,Tube,Flexible Plastic,Pump,Ultra High,0.766,0.0951,0.124,188,79,0.2489,0.08,0.067,Return to Store,Tier-2 City,0.327,0.498
3513,Healthcare OTC,Digestive Aid,Pouch,Aluminium,None,Ultra High,0.05,0.0152,0.304,297,75,0.0097,0.235,0.048,Check Locally,Tier-2 City,0.528,0.636
3514,Electronics,Laptop,Can,Aluminium,Flip Top,Medium,1.992,0.5477,0.275,228,98,0.736,0.496,0.017,Check Locally,Tier-2 City,0.598,0.564
3515,Healthcare OTC,Cold & Flu,Sachet,Glass,Heat Seal,High,0.051,0.0141,0.276,278,73,0.0189,0.211,0.208,Widely Recycled,Urban Metro,0.945,0.683
3516,Apparel & Fashion,T-Shirt,Can,Paperboard,Heat Seal,Medium,0.254,0.0356,0.14,221,87,0.0381,0.855,0.085,Return to Store,Tier-1 City,0.281,0.807
3517,Apparel & Fashion,T-Shirt,Bottle,Flexible Plastic,Flip Top,High,0.254,0.0454,0.178,167,57,0.1368,0.185,0.077,Not Recycled,Urban Metro,0.126,0.478
3518,Pet Care,Pet Shampoo,Can,Rigid Plastic,Screw Cap,Low,0.417,0.0958,0.23,101,53,0.1968,0.01,0.142,Widely Recycled,Urban Metro,0.85,0.506
3519,Personal Care,Soap,Bottle,Rigid Plastic,Flip Top,Medium,0.118,0.0294,0.248,188,20,0.0775,0.226,0.112,Compostable,Tier-2 City,0.865,0.526
3520,Apparel & Fashion,Shoes,Tub,Rigid Plastic,Screw Cap,High,1.228,0.2002,0.163,262,31,0.3588,0.275,0.017,Not Recycled,Tier-1 City,0.175,0.38
3521,Cosmetics,Foundation,Box,Paperboard,None,Medium,0.05,0.0027,0.053,200,70,0.001,0.888,0.079,Widely Recycled,Tier-2 City,0.816,0.865
3522,Food & Beverage,Soft Drinks,Bottle,Bioplastic,Pump,High,0.949,0.2107,0.222,262,98,0.2575,0.941,0.132,Not Recycled,Urban Metro,0.2,0.78
3523,Baby Products,Baby Wipes,Pouch,Aluminium,Heat Seal,High,0.341,0.0962,0.282,265,80,0.0936,0.363,0.044,Widely Recycled,Urban Metro,0.827,0.706
3524,Cosmetics,Mascara,Sachet,Bioplastic,Zipper,Medium,0.05,0.0088,0.177,229,89,0.0096,0.87,0.128,Compostable,Tier-2 City,0.76,0.897
3525,Electronics,Headphones,Bottle,Rigid Plastic,Pump,Low,0.274,0.0341,0.124,87,35,0.0694,0.119,0.124,Check Locally,Tier-1 City,0.727,0.513
3526,Electronics,Mobile Phone,Tub,Flexible Plastic,Pump,High,0.424,0.0407,0.096,336,20,0.0795,0.059,0.029,Widely Recycled,Tier-2 City,0.913,0.483
3527,Apparel & Fashion,Shoes,Blister Pack,Flexible Plastic,Heat Seal,High,0.866,0.08,0.092,317,45,0.2618,0.091,0.078,Check Locally,Tier-1 City,0.714,0.469
3528,Household Care,Floor Cleaner,Tube,Glass,Zipper,Low,0.984,0.204,0.207,60,77,0.2357,0.516,0.101,Widely Recycled,Tier-1 City,0.987,0.726
3529,Stationery,Printer Ink,Tube,Bioplastic,Screw Cap,High,0.244,0.0213,0.087,290,73,0.021,0.859,0.052,Not Recycled,Tier-2 City,0.443,0.801
