Category_item,Weight_kg,Volumetric_Weight_kg,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg_item,Material_ID,Material_Name,Category_material,Density_kg_m3,Tensile_Strength_MPa,Cost_per_kg,CO2_Emission_kg_material,Biodegradable,co2_impact_index,cost_efficiency_index,environmental_impact_score,material_suitability_score,sustainability_score,sustainability_rating,Item_Volume_m3
Home Decor,2.53,1.17,9,FALSE,Air,2955,Mushroom Pkg (Mycelium),2.81,18.69,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,29.57,35.41,25.48,3.08,1.667660845,B,0.00585
Electronics,0.26,0,7,TRUE,Air,1308,Honeycomb Paper,1.5,0.85,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,83.72,2.61,7.67,13.9,0.408344145,D,0
Clothing,0.98,1.07,3,FALSE,Air,2511,Kraft Paper Mailer,1.03,6.717,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,49.39,5.91,27.15,39.39,0.26121546,E,0.005346
Beauty,0.29,0.03,8,TRUE,Road,699,Mushroom Pkg (Mycelium),1.72,0.101,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,98.4,5.33,0.58,4.15,11.02756719,A,0.00016
Clothing,1.63,3.48,3,TRUE,Air,1139,Kraft Paper Mailer,1.99,9.909,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,40.72,10.42,31.8,39.39,0.393207535,D,0.01739
Clothing,1.41,4.24,3,TRUE,Air,1403,Kraft Paper Mailer,2.3,14.872,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,33.15,11.02,35.86,39.39,0.368767419,D,0.0212
Beauty,0.87,0.22,4,TRUE,Air,1177,PLA Bioplastic,1.15,2.56,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,61.56,14.06,21.88,39.92,0.771115138,D,0.00112
Electronics,16.3,6.31,9,TRUE,Road,828,Mushroom Pkg (Mycelium),8.32,6.748,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,63.28,77.86,13.29,3.72,7.030247778,A,0.031552
Furniture,69.11,260.81,6,FALSE,Road,2670,Wood Crate,105.52,348.181,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,7.37,35.24,45.41,11.5,0.931248603,C,1.304072
Beauty,0.25,0.04,9,TRUE,Road,306,Mushroom Pkg (Mycelium),1.9,0.038,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,99.39,4.59,0.22,3.72,25.03624984,A,0.00018
Clothing,0.82,1.24,4,FALSE,Air,1362,Kraft Paper Mailer,1.3,4.222,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,57.99,7.39,22.54,31.48,0.393433878,D,0.0062
Clothing,0.93,1.3,4,FALSE,Air,933,Kraft Paper Mailer,1.32,3.032,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,62.62,7.65,20.05,31.48,0.457855339,D,0.00648
Electronics,0.4,0,8,TRUE,Air,2316,Mushroom Pkg (Mycelium),1.76,2.316,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,71.77,7.42,10.21,4.15,0.872086105,C,0
Beauty,0.62,0.2,3,TRUE,Road,337,PLA Bioplastic,0.85,0.104,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,87.62,9.98,7.05,49.94,1.698723163,B,0.00098
Beauty,0.53,0.19,5,TRUE,Air,918,PLA Bioplastic,1.21,1.216,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,72.94,9.99,15.4,33.25,0.778441508,D,0.000931
Clothing,0.95,1.39,5,FALSE,Air,2104,Kraft Paper Mailer,1.56,7.311,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,47.9,8.74,27.95,26.22,0.375241489,D,0.00696
Beauty,0.57,0.22,5,TRUE,Air,2520,PLA Bioplastic,1.23,3.591,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,59.56,10.61,23.02,33.25,0.553084251,D,0.00112
Home Decor,1.8,1.25,9,FALSE,Air,2217,Mushroom Pkg (Mycelium),2.52,9.976,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,43.26,27.95,20.53,3.08,1.633706691,B,0.00624
Furniture,12.39,5.7,10,FALSE,Road,341,Mushroom Pkg (Mycelium),6.96,2.112,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,74.21,78.61,9.33,2.79,10.11060985,A,0.02852
Home Decor,2.33,1.13,10,FALSE,Air,1767,Mushroom Pkg (Mycelium),2.93,10.293,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,42.41,34.74,20.84,2.79,2.000383781,B,0.005655
Furniture,13.18,29.55,5,FALSE,Road,2365,Wood Crate,12.82,34.943,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,42.54,27.23,28.17,13.44,1.15995736,C,0.147744
Furniture,17.96,5.58,9,FALSE,Road,2042,Mushroom Pkg (Mycelium),8.98,18.337,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,51.47,79.49,17.56,3.08,5.432118142,A,0.027904
Home Decor,2.49,1.13,10,FALSE,Road,381,Recycled PET Box,3,0.474,320,Recycled PVC Film,Plastic,1279,39.86,1.59,1.476,No,74.79,17.69,26.55,9.55,0.533031995,D,0.005655
Clothing,1.38,3.74,4,TRUE,Air,2862,Kraft Paper Mailer,2.3,26.76,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,20.81,13.08,42.48,31.48,0.369491517,D,0.01872
Electronics,0.39,0,8,TRUE,Road,451,Mushroom Pkg (Mycelium),1.76,0.088,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,98.33,7.21,0.6,4.15,14.41997597,A,0
Furniture,17.87,5.92,10,FALSE,Road,786,Mushroom Pkg (Mycelium),9.15,7.023,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,62.47,86.31,13.58,2.79,7.626803562,A,0.02961
Furniture,17.84,5.51,9,FALSE,Road,2586,Mushroom Pkg (Mycelium),8.94,23.067,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,48.48,79.32,18.64,3.08,5.106437494,A,0.02756
Furniture,59.5,270.98,8,FALSE,Road,2884,Wood Crate,109.99,390.753,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,5.76,47.05,46.2,8.92,1.222077896,C,1.354896
Electronics,0.23,0.02,7,TRUE,Air,1065,Honeycomb Paper,1.49,0.612,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,86.94,2.25,6.15,13.9,0.439024319,D,0.000105
Electronics,0.11,0,5,TRUE,Air,1682,Honeycomb Paper,1.04,0.463,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,90.35,0.75,4.55,18.57,0.197802154,E,0
Clothing,0.87,1.53,5,FALSE,Air,1518,Kraft Paper Mailer,1.61,5.806,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,52.34,9.37,25.57,26.22,0.439734046,D,0.007644
Clothing,1.93,3.79,4,TRUE,Air,951,Kraft Paper Mailer,2.32,9.011,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,41.85,13.14,31.2,31.48,0.505384599,D,0.018963
Electronics,1.8,0.22,8,TRUE,Air,1957,Mushroom Pkg (Mycelium),2.32,8.806,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,45.84,26.96,19.6,4.15,1.650612161,B,0.001116
Clothing,1.03,1.34,4,FALSE,Road,125,Kraft Paper Mailer,1.34,0.084,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,88.64,7.78,6.09,31.48,1.533004674,B,0.00672
Furniture,16.11,5.13,10,FALSE,Road,2328,Mushroom Pkg (Mycelium),8.44,18.752,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,51.42,84.34,17.58,2.79,5.75699626,A,0.02565
Clothing,0.81,1.17,5,FALSE,Air,876,Kraft Paper Mailer,1.47,2.562,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,65.62,7.74,18.44,26.22,0.503687608,D,0.005852
Furniture,79.59,358.31,8,FALSE,Road,573,Wood Crate,144.92,102.656,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,24.25,47.22,37.14,8.92,1.52568655,B,1.791552
Electronics,0.24,0.02,9,TRUE,Air,1483,Mushroom Pkg (Mycelium),1.9,0.89,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,85.05,4.38,5.41,3.72,0.971534016,C,9.10E-05
Home Decor,1.19,0.91,9,FALSE,Road,598,Mushroom Pkg (Mycelium),2.28,0.356,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,93.53,20.24,2.34,3.08,10.37948274,A,0.004563
Clothing,1.78,3.06,4,TRUE,Air,2334,Kraft Paper Mailer,2.02,17.855,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,28.95,12.14,38.12,31.48,0.382161585,D,0.015318
Electronics,16.78,5.93,9,TRUE,Road,1609,Mushroom Pkg (Mycelium),8.51,13.5,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,55.47,78.36,16.11,3.72,5.836871146,A,0.02964
Electronics,19.32,5.93,9,TRUE,Road,999,Mushroom Pkg (Mycelium),9.53,9.65,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,58.86,80.59,14.89,3.72,6.494828308,A,0.029648
Furniture,13.05,37.21,6,FALSE,Road,2533,Wood Crate,16.08,47.126,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,38.33,32.95,30.23,11.5,1.30797217,C,0.18603
Home Decor,2.09,1.54,9,FALSE,Air,1302,Mushroom Pkg (Mycelium),2.64,6.803,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,50.91,31.05,17.76,3.08,2.097972855,B,0.00768
Electronics,0.37,0.02,6,TRUE,Air,2918,Honeycomb Paper,1.35,2.699,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,67.98,3.78,15.09,15.9,0.300596402,E,9.80E-05
Furniture,66.38,299.17,6,FALSE,Road,1861,Wood Crate,120.87,278.378,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,10.72,35.29,43.77,11.5,0.967511972,C,1.495872
Furniture,11.15,39.46,4,FALSE,Road,425,Cornstarch Foam,16.58,8.385,368,Laminated Cornstarch Foam,Eco,42,0.57,2.67,1.488,Yes,49.25,34.7,15.13,0.18,2.752147868,B,0.197316
Clothing,1.17,1.07,4,FALSE,Air,901,Kraft Paper Mailer,1.27,2.635,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,63.35,7.11,19.66,31.48,0.433977597,D,0.005346
Furniture,59.18,293.56,6,FALSE,Road,553,Wood Crate,118.62,81.169,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,28.09,35.28,35.25,11.5,1.201021243,C,1.467788
Electronics,0.12,0,5,TRUE,Road,655,Honeycomb Paper,1.05,0.039,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,98.73,0.87,0.6,18.57,1.7399971,B,1.60E-05
Furniture,13.28,37.94,5,FALSE,Road,2005,Wood Crate,16.18,38.035,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,41.34,27.71,28.76,13.44,1.156189111,C,0.189696
Beauty,0.53,0.26,4,TRUE,Road,685,PLA Bioplastic,1.01,0.182,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,88.28,9.54,6.67,39.92,1.716341572,B,0.00128
Electronics,1.64,0.12,9,TRUE,Road,502,Mushroom Pkg (Mycelium),2.46,0.412,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,92.21,26.04,2.82,3.72,11.08084713,A,0.000588
Electronics,19.97,6.32,9,TRUE,Road,2686,Mushroom Pkg (Mycelium),9.79,26.82,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,46.25,81.09,19.45,3.72,5.002981748,B,0.031624
Furniture,53.72,238.78,6,FALSE,Road,2947,Wood Crate,96.71,351.842,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,7.41,35.2,45.39,11.5,0.930601434,C,1.19392
Home Decor,2.31,1.14,9,FALSE,Air,1808,Mushroom Pkg (Mycelium),2.72,10.441,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,42.12,33.36,20.94,3.08,1.91174776,B,0.005684
Electronics,0.2,0.02,6,TRUE,Air,2903,Honeycomb Paper,1.28,1.452,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,78.02,1.86,10.36,15.9,0.215443995,E,8.40E-05
Beauty,0.45,0.03,9,TRUE,Air,1846,Mushroom Pkg (Mycelium),1.98,2.077,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,73.43,8.43,9.61,3.72,1.052653376,C,0.00016
Electronics,0.36,0.02,9,TRUE,Air,853,Mushroom Pkg (Mycelium),1.94,0.768,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,86.31,6.76,4.95,3.72,1.638787548,B,0.000105
Beauty,0.7,0.18,5,TRUE,Air,1906,PLA Bioplastic,1.28,3.335,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,59.59,12.64,23,33.25,0.659478232,D,0.000882
Furniture,13.96,5.86,10,FALSE,Road,640,Mushroom Pkg (Mycelium),7.58,4.467,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,67.88,81.35,11.62,2.79,8.401031979,A,0.02929
Beauty,0.23,0.04,8,TRUE,Air,1550,Mushroom Pkg (Mycelium),1.69,0.891,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,85.06,4.17,5.41,4.15,0.924953618,C,0.00018
Furniture,44.12,266.23,5,FALSE,Road,584,Wood Crate,107.49,77.739,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,29.38,29.31,34.62,13.44,1.015944511,C,1.331154
Electronics,0.31,0.02,7,TRUE,Air,2491,Honeycomb Paper,1.52,1.931,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,73.39,3.19,12.54,13.9,0.305263134,E,0.000105
Electronics,0.19,0,6,TRUE,Air,1358,Honeycomb Paper,1.28,0.645,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,86.9,1.73,6.17,15.9,0.33646672,E,1.60E-05
Clothing,1.21,3.65,2,TRUE,Road,310,Kraft Paper Mailer,1.86,0.566,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,84.36,7.62,8.39,52.56,1.089868762,C,0.01824
Electronics,0.17,0,5,TRUE,Air,2552,Honeycomb Paper,1.07,1.085,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,81.85,1.47,8.55,18.57,0.206315765,E,2.00E-05
Furniture,58.46,262.08,7,FALSE,Road,2716,Wood Crate,106.23,355.905,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,7.18,41.14,45.5,10.05,1.085010965,C,1.3104
Clothing,1.05,1.36,3,FALSE,Air,2270,Kraft Paper Mailer,1.14,7.718,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,46.64,6.89,28.63,39.39,0.288787975,E,0.00682
Clothing,0.97,1.41,5,FALSE,Road,378,Kraft Paper Mailer,1.56,0.266,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,87.78,8.88,6.56,26.22,1.624389996,B,0.00704
Clothing,1.09,1.27,4,FALSE,Air,1776,Wood Crate,1.31,5.639,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,54.74,8.71,22.19,16.15,0.471022962,D,0.006336
Beauty,0.38,0.04,10,TRUE,Road,326,Mushroom Pkg (Mycelium),2.15,0.062,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,98.72,7.19,0.46,3.37,18.75648096,A,0.000225
Electronics,2.17,0.22,7,TRUE,Air,2470,Honeycomb Paper,2.27,13.4,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,34.99,17.48,30.63,13.9,0.684818783,D,0.001116
Electronics,1.96,0.21,9,TRUE,Road,731,Mushroom Pkg (Mycelium),2.58,0.716,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,89.18,29.77,3.92,3.72,9.113262981,A,0.001044
Beauty,0.3,0.03,8,TRUE,Road,468,Mushroom Pkg (Mycelium),1.72,0.07,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,98.8,5.53,0.43,4.15,15.43252225,A,0.00016
Furniture,42.68,290.22,8,FALSE,Road,2960,Wood Crate,117.69,429.526,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,4.5,47.1,46.82,8.92,1.207176395,C,1.45112
Beauty,0.6,0.22,4,TRUE,Air,1172,PLA Bioplastic,1.04,1.758,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,68.44,10.56,17.96,39.92,0.705567889,D,0.00112
Home Decor,1.63,1.1,9,FALSE,Air,1360,Mushroom Pkg (Mycelium),2.45,5.542,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,55.16,25.99,16.22,3.08,1.922811225,B,0.005488
Electronics,0.12,0,5,TRUE,Air,2771,Honeycomb Paper,1.05,0.831,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,85.2,0.87,6.97,18.57,0.14978477,E,2.00E-05
Furniture,60.89,286.67,5,FALSE,Road,998,Wood Crate,115.67,143.048,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,20.4,29.33,39.02,13.44,0.901998952,C,1.43336
Furniture,76.6,277.19,6,FALSE,Road,1791,Wood Crate,112.08,248.224,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,12.23,35.26,43.03,11.5,0.983313944,C,1.385936
Electronics,2.41,0.24,7,TRUE,Road,646,Bubble Wrap (LDPE),2.36,0.778,34,Standard Bubble Wrap (LDPE),Plastic,890,9.68,2.13,2.807,No,66.8,20.51,33.2,3.75,0.494216853,D,0.001218
Clothing,0.27,0.09,2,FALSE,Air,1176,Kraft Paper Mailer,0.51,0.794,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,83.42,1.56,8.89,52.56,0.210573655,E,0.000468
Clothing,0.88,1.3,4,FALSE,Road,709,Kraft Paper Mailer,1.32,0.461,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,87.07,7.65,6.94,31.48,1.32276638,C,0.00648
Clothing,1.15,1.19,4,FALSE,Air,1816,Kraft Paper Mailer,1.28,5.403,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,52.7,7.19,25.38,31.48,0.339952705,E,0.00594
Electronics,1.74,0.23,7,TRUE,Road,658,Honeycomb Paper,2.1,0.572,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,83.97,15.06,7.55,13.9,2.393642067,B,0.001152
Electronics,0.1,0,6,TRUE,Air,1370,Honeycomb Paper,1.24,0.343,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,92.38,0.63,3.59,15.9,0.2105849,E,0
Beauty,0.66,0.21,5,TRUE,Air,2223,PLA Bioplastic,1.26,3.668,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,58.54,12.08,23.6,33.25,0.614237262,D,0.001029
Home Decor,1.79,1.25,9,FALSE,Air,1310,Corrugated Cardboard,2.52,5.862,114,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,49.68,8.48,25.86,1.93,0.393503465,D,0.006272
Clothing,1.21,3.6,2,TRUE,Air,2812,Kraft Paper Mailer,1.84,25.308,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,22.17,7.6,41.75,52.56,0.218443109,E,0.018
Beauty,0.25,0.04,10,TRUE,Air,1786,Mushroom Pkg (Mycelium),2.1,1.116,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,82.41,4.62,6.36,3.37,0.871697976,C,0.0002
Electronics,0.14,0,4,TRUE,Air,1717,Corrugated Cardboard,0.86,0.601,114,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,87.57,0.25,6.39,3.99,0.046948349,E,0
Home Decor,2.15,0.95,9,FALSE,Air,2923,Mushroom Pkg (Mycelium),2.66,15.711,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,33.46,31.72,24.08,3.08,1.580730831,B,0.004732
Electronics,1.94,0.24,7,TRUE,Air,1272,Honeycomb Paper,2.18,6.169,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,49.65,16.23,23.72,13.9,0.821079223,D,0.001216
Clothing,1.02,4.28,2,TRUE,Air,1461,Kraft Paper Mailer,2.11,15.633,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,32.66,7.9,36.13,52.56,0.262385822,E,0.02142
Electronics,0.16,0,6,TRUE,Air,1991,Honeycomb Paper,1.26,0.796,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,85.26,1.39,6.94,15.9,0.240345787,E,0
Beauty,0.83,0.23,5,TRUE,Air,2123,PLA Bioplastic,1.33,4.405,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,54.65,14.52,25.81,33.25,0.675087149,D,0.001152
Clothing,0.15,0.19,2,FALSE,Air,2464,Kraft Paper Mailer,0.48,1.17,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,80.69,0.99,10.36,52.56,0.114671804,E,0.000972
Furniture,11.72,36.48,6,FALSE,Road,2053,Wood Crate,15.79,37.447,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,41.73,32.89,28.57,11.5,1.381449024,C,0.1824
Electronics,1.67,0.11,9,TRUE,Air,2052,Mushroom Pkg (Mycelium),2.47,8.567,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,46.47,26.42,19.37,3.72,1.636757788,B,0.000551
Electronics,0.14,0,6,TRUE,Air,1344,Honeycomb Paper,1.26,0.47,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,89.9,1.13,4.76,15.9,0.28487389,E,0
Beauty,0.34,0.04,9,TRUE,Air,2517,Mushroom Pkg (Mycelium),1.94,2.139,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,73.12,6.34,9.73,3.72,0.781911533,D,0.0002
Electronics,2.18,0.12,7,TRUE,Air,2769,Honeycomb Paper,2.27,15.091,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,32.6,17.56,31.75,13.9,0.663685018,D,0.000608
Furniture,75.63,297.02,8,FALSE,Road,1341,Wood Crate,120.41,199.152,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,15.39,47.11,41.48,8.92,1.362873641,C,1.48512
Electronics,22.36,8.24,9,TRUE,Road,1946,Mushroom Pkg (Mycelium),10.74,21.756,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,48.77,82.78,18.54,3.72,5.357928514,A,0.041205
Home Decor,2.09,1.26,10,FALSE,Air,2735,Mushroom Pkg (Mycelium),2.84,14.29,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,35.53,32.1,23.33,2.79,1.651092943,B,0.0063
Furniture,12.54,34.3,6,FALSE,Road,2428,Wood Crate,14.92,41.64,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,40.14,32.73,29.35,11.5,1.338194162,C,0.171513
Electronics,0.11,0,6,TRUE,Air,1979,Honeycomb Paper,1.24,0.544,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,89.14,0.76,5.12,15.9,0.178124965,E,0
Clothing,0.27,0.09,2,FALSE,Air,1533,Kraft Paper Mailer,0.51,1.035,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,80.81,1.56,10.3,52.56,0.181747555,E,0.000437
Electronics,0.25,0,7,TRUE,Road,540,Honeycomb Paper,1.5,0.068,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,97.06,2.48,1.39,13.9,2.141005654,B,0
Electronics,2.48,0.22,8,TRUE,Air,2212,Mushroom Pkg (Mycelium),2.59,13.714,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,36.3,33.44,23.05,4.15,1.740910987,B,0.00108
Electronics,0.2,0.02,8,TRUE,Air,1544,Mushroom Pkg (Mycelium),1.68,0.772,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,86.63,3.56,4.84,4.15,0.882644446,C,0.000105
Clothing,0.97,1.48,4,FALSE,Road,334,Kraft Paper Mailer,1.39,0.247,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,87.91,8.33,6.49,31.48,1.540215479,B,0.007392
Clothing,0.19,0.09,2,FALSE,Air,1367,Kraft Paper Mailer,0.48,0.649,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,86.17,0.99,7.42,52.56,0.160107795,E,0.00044
Beauty,0.67,0.24,3,TRUE,Air,2061,PLA Bioplastic,0.87,3.452,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,59.34,10.57,23.14,49.94,0.548141722,D,0.001216
Beauty,0.39,0.04,10,TRUE,Road,398,Mushroom Pkg (Mycelium),2.16,0.078,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,98.47,7.36,0.55,3.37,16.05815262,A,0.0002
Home Decor,2.37,1.54,10,FALSE,Air,2661,Mushroom Pkg (Mycelium),2.95,15.766,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,33.32,35.1,24.13,2.79,1.745544892,B,0.00768
Furniture,65.57,275.52,6,FALSE,Road,2850,Wood Crate,111.41,392.616,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,5.62,35.26,46.27,11.5,0.914458593,C,1.3776
Electronics,2.47,0.24,7,TRUE,Air,1696,Honeycomb Paper,2.39,10.473,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,39.36,18.95,28.57,13.9,0.795939769,D,0.0012
Clothing,0.16,0.2,1,FALSE,Road,594,Kraft Paper Mailer,0.28,0.059,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,97.47,0.83,1.36,78.9,0.732352403,D,0.001008
Clothing,1.14,1.07,4,FALSE,Air,1648,Kraft Paper Mailer,1.26,4.697,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,55.05,6.97,24.11,31.48,0.346909981,E,0.005346
Clothing,1.18,3.51,2,TRUE,Air,2761,Kraft Paper Mailer,1.8,24.228,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,23.14,7.57,41.23,52.56,0.220325001,E,0.01755
Beauty,0.51,0.2,5,TRUE,Air,1768,PLA Bioplastic,1.2,2.254,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,66.55,9.67,19.04,33.25,0.60945375,D,0.001008
