Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg,Material_ID
Furniture,18.86,6.62,105,63,5,9,False,Road,1935,Mushroom Pkg (Mycelium),9.34,18.247,601.0
Electronics,0.28,0.02,14,6,1,8,True,Air,2022,Mushroom Pkg (Mycelium),1.71,1.415,601.0
Beauty,0.27,0.03,10,4,4,9,True,Air,1738,Kraft Paper Mailer,1.91,1.173,550.0
Clothing,1.07,3.69,50,41,9,3,True,Road,166,Kraft Paper Mailer,2.08,0.306,550.0
Electronics,24.39,7.33,111,66,5,9,True,Road,269,Mushroom Pkg (Mycelium),11.56,3.28,601.0
Clothing,1.41,3.2,48,37,9,4,True,Air,1944,Kraft Paper Mailer,2.08,15.552,550.0
Beauty,0.32,0.03,9,4,4,9,True,Road,355,Mushroom Pkg (Mycelium),1.93,0.057,601.0
Beauty,0.23,0.04,10,5,4,9,True,Air,809,Mushroom Pkg (Mycelium),1.89,0.465,601.0
Electronics,23.05,8.77,129,68,5,9,True,Road,1554,Mushroom Pkg (Mycelium),11.02,17.91,601.0
Furniture,50.55,296.22,203,96,76,5,False,Road,493,Wood Crate,119.49,73.018,405.0
Electronics,0.26,0.0,16,7,0,8,True,Air,2506,Mushroom Pkg (Mycelium),1.7,1.629,601.0
Clothing,0.19,0.09,25,18,1,2,False,Road,597,Kraft Paper Mailer,0.48,0.057,550.0
Furniture,76.23,244.77,199,82,75,6,False,Road,1515,Wood Crate,99.11,185.413,405.0
Clothing,1.16,1.28,28,19,12,3,False,Road,189,Kraft Paper Mailer,1.11,0.121,550.0
Beauty,0.87,0.26,20,8,8,4,True,Air,2648,PLA Bioplastic,1.15,5.759,575.0
Electronics,0.37,0.02,14,7,1,8,True,Air,2473,Mushroom Pkg (Mycelium),1.75,2.288,601.0
Electronics,0.31,0.02,16,6,1,7,True,Air,2156,Honeycomb Paper,1.52,1.671,602.0
Furniture,41.88,257.49,190,88,77,5,False,Road,454,Wood Crate,104.0,58.45,405.0
Clothing,1.17,1.54,32,20,12,5,False,Air,2775,Kraft Paper Mailer,1.62,10.684,550.0
Furniture,10.25,34.3,57,59,51,6,False,Road,462,Wood Crate,14.92,7.923,405.0
Furniture,19.41,6.7,103,65,5,10,False,Road,173,Mushroom Pkg (Mycelium),9.76,1.679,601.0
Furniture,11.84,32.83,57,64,45,5,False,Road,2908,Wood Crate,14.13,47.735,405.0
Clothing,0.84,1.53,31,19,13,4,False,Road,460,PLA Bioplastic,1.41,0.352,575.0
Clothing,0.9,1.49,31,20,12,4,False,Road,359,Kraft Paper Mailer,1.4,0.267,550.0
Home Decor,1.92,1.06,14,14,27,9,False,Air,1898,Mushroom Pkg (Mycelium),2.57,9.11,601.0
Electronics,0.14,0.0,4,4,0,4,True,Air,2249,Corrugated Cardboard,0.86,0.787,114.0
Home Decor,1.53,1.21,16,14,27,9,False,Air,2019,Mushroom Pkg (Mycelium),2.41,7.723,601.0
Furniture,13.1,33.33,56,62,48,4,False,Road,335,Wood Crate,14.13,5.583,405.0
Electronics,23.1,7.27,128,71,4,9,True,Road,2679,Mushroom Pkg (Mycelium),11.04,30.942,601.0
Electronics,1.86,0.13,32,21,1,7,True,Road,367,Honeycomb Paper,2.14,0.341,602.0
Electronics,0.14,0.0,4,4,1,6,True,Air,2296,Honeycomb Paper,1.26,0.804,602.0
Clothing,1.66,3.3,51,36,9,2,True,Air,1578,Kraft Paper Mailer,1.72,13.018,550.0
Clothing,1.09,1.54,32,20,12,4,False,Air,1491,Kraft Paper Mailer,1.42,5.74,550.0
Electronics,1.69,0.12,29,20,1,9,True,Air,1464,Mushroom Pkg (Mycelium),2.48,6.185,601.0
Electronics,0.25,0.02,15,6,1,7,True,Road,708,Honeycomb Paper,1.5,0.088,602.0
Furniture,44.94,295.29,196,93,81,7,False,Road,1118,Wood Crate,119.52,165.067,405.0
Electronics,2.42,0.11,31,18,1,7,True,Air,1706,Honeycomb Paper,2.37,10.321,602.0
Home Decor,2.09,1.22,14,15,29,10,False,Air,2827,Mushroom Pkg (Mycelium),2.84,14.771,601.0
Clothing,0.81,1.51,30,21,12,5,False,Air,2910,Kraft Paper Mailer,1.6,10.985,550.0
Furniture,18.28,5.82,104,56,5,10,False,Road,1346,Recycled PET Box,9.31,12.302,320.0
Furniture,11.9,37.55,61,57,54,4,False,Road,2379,Wood Crate,15.82,44.666,405.0
Clothing,1.0,3.96,46,43,10,2,True,Air,2225,Kraft Paper Mailer,1.98,22.027,550.0
Furniture,61.04,294.0,199,89,83,6,False,Road,2627,Wood Crate,118.8,386.169,405.0
Electronics,0.32,0.02,13,7,1,8,True,Road,149,Mushroom Pkg (Mycelium),1.73,0.024,601.0
Electronics,0.35,0.0,13,6,0,9,True,Air,2060,Mushroom Pkg (Mycelium),1.94,1.802,601.0
Clothing,1.12,1.21,28,18,12,4,False,Air,2270,Kraft Paper Mailer,1.28,6.867,550.0
Furniture,13.99,4.67,99,59,4,10,False,Road,810,Mushroom Pkg (Mycelium),7.6,5.666,601.0
Beauty,0.23,0.04,9,4,5,9,True,Air,2814,Mushroom Pkg (Mycelium),1.89,1.618,601.0
Beauty,0.3,0.04,10,5,4,10,True,Road,585,Mushroom Pkg (Mycelium),2.12,0.088,601.0
Beauty,0.84,0.23,18,8,8,3,True,Air,1725,PLA Bioplastic,0.94,3.623,575.0
Electronics,0.35,0.02,13,6,1,8,True,Air,1366,Corrugated Cardboard,1.74,1.195,114.0
Electronics,2.38,0.13,31,21,1,9,True,Air,944,Mushroom Pkg (Mycelium),2.75,5.617,601.0
Electronics,0.16,0.0,4,5,1,4,True,Air,1638,Corrugated Cardboard,0.86,0.655,114.0
Beauty,0.63,0.24,21,7,8,5,True,Air,2687,PLA Bioplastic,1.25,4.232,575.0
Beauty,0.45,0.03,9,4,4,10,True,Air,2802,Mushroom Pkg (Mycelium),2.18,3.152,601.0
Electronics,0.11,0.0,5,5,0,5,True,Air,1585,Honeycomb Paper,1.04,0.436,602.0
Furniture,67.61,297.79,202,91,81,7,False,Road,911,Wood Crate,120.52,135.643,405.0
Electronics,19.04,8.93,119,75,5,10,True,Road,439,Mushroom Pkg (Mycelium),9.62,4.179,601.0
Electronics,0.13,0.0,5,4,0,4,True,Air,976,Corrugated Cardboard,0.85,0.317,114.0
Electronics,18.25,7.97,119,67,5,10,True,Road,1660,Mushroom Pkg (Mycelium),9.3,15.148,601.0
Beauty,0.25,0.04,10,4,5,8,True,Air,2170,Mushroom Pkg (Mycelium),1.7,1.356,601.0
Clothing,1.2,1.54,32,20,12,4,False,Air,1713,Kraft Paper Mailer,1.42,6.595,550.0
Furniture,62.86,264.33,198,89,75,8,False,Road,716,Wood Crate,107.33,94.63,405.0
Furniture,60.23,226.71,192,82,72,6,False,Road,1253,Wood Crate,91.88,142.034,405.0
Clothing,1.14,3.65,52,39,9,3,True,Road,578,Kraft Paper Mailer,2.06,1.055,550.0
Clothing,1.92,3.82,53,40,9,4,True,Road,613,Kraft Paper Mailer,2.33,1.171,550.0
Clothing,0.26,0.18,25,18,2,1,False,Air,2595,Kraft Paper Mailer,0.3,1.687,550.0
Furniture,67.13,260.15,187,94,74,5,False,Road,936,Wood Crate,105.06,121.75,405.0
Home Decor,1.23,1.3,15,14,31,10,False,Air,2030,Mushroom Pkg (Mycelium),2.52,6.598,601.0
Electronics,22.24,8.21,114,72,5,10,True,Road,1989,Mushroom Pkg (Mycelium),10.9,22.118,601.0
Clothing,1.46,3.76,51,41,9,3,True,Road,684,Kraft Paper Mailer,2.1,1.286,550.0
Furniture,58.26,266.38,189,81,87,8,False,Road,218,Wood Crate,108.15,29.035,405.0
Clothing,0.86,1.36,27,21,12,5,False,Air,2636,Kraft Paper Mailer,1.54,8.962,550.0
Clothing,1.57,4.13,48,43,10,4,True,Air,2623,Kraft Paper Mailer,2.45,27.082,550.0
Beauty,0.78,0.2,18,8,7,3,True,Air,2271,PLA Bioplastic,0.91,4.428,575.0
Beauty,0.84,0.18,18,7,7,4,True,Air,1878,PLA Bioplastic,1.14,3.944,575.0
Electronics,23.96,6.33,113,70,4,9,True,Road,2054,Mushroom Pkg (Mycelium),11.38,24.607,601.0
Furniture,53.37,225.09,183,82,75,8,False,Road,1094,Wood Crate,91.64,123.124,405.0
Furniture,68.71,292.93,206,90,79,7,False,Road,1917,Wood Crate,118.57,280.773,405.0
Furniture,14.97,4.73,91,65,4,10,False,Road,631,Mushroom Pkg (Mycelium),7.99,4.723,601.0
Beauty,0.23,0.04,10,4,5,9,True,Air,2609,Mushroom Pkg (Mycelium),1.89,1.5,601.0
Beauty,0.66,0.27,21,8,8,4,True,Air,2055,PLA Bioplastic,1.06,3.391,575.0
Clothing,0.16,0.19,24,20,2,2,False,Air,1922,Kraft Paper Mailer,0.48,0.913,550.0
Furniture,10.9,39.88,59,65,52,4,False,Road,924,Wood Crate,16.75,18.425,405.0
Furniture,10.91,39.12,59,65,51,6,False,Road,1287,Wood Crate,16.85,25.174,405.0
Furniture,48.17,257.5,187,81,85,7,False,Road,2930,Wood Crate,104.4,377.238,405.0
Electronics,22.48,7.33,129,71,4,9,True,Road,721,Mushroom Pkg (Mycelium),10.79,8.104,601.0
Electronics,2.16,0.13,31,21,1,7,True,Air,2453,Honeycomb Paper,2.26,13.246,602.0
Electronics,1.56,0.23,30,19,2,9,True,Air,1740,Mushroom Pkg (Mycelium),2.42,6.786,601.0
Electronics,0.24,0.0,16,6,0,9,True,Road,504,Mushroom Pkg (Mycelium),1.9,0.06,601.0
Furniture,51.1,280.47,199,87,81,6,False,Road,840,Wood Crate,113.39,117.797,405.0
Home Decor,1.47,1.16,14,13,32,10,False,Air,1149,Mushroom Pkg (Mycelium),2.59,4.223,601.0
Beauty,0.32,0.05,10,5,5,10,True,Air,1364,Mushroom Pkg (Mycelium),2.13,1.091,601.0
Electronics,2.22,0.22,27,20,2,8,True,Air,2991,Mushroom Pkg (Mycelium),2.49,16.6,601.0
Furniture,14.84,35.96,62,58,50,4,False,Road,2070,Wood Crate,15.18,37.219,405.0
Furniture,15.74,4.64,95,61,4,10,False,Road,2746,Mushroom Pkg (Mycelium),8.3,21.611,601.0
Furniture,74.5,291.36,197,87,85,5,False,Road,638,Wood Crate,117.54,92.944,405.0
Clothing,0.9,1.21,28,18,12,4,False,Road,776,Kraft Paper Mailer,1.28,0.469,550.0
Electronics,22.16,6.89,118,73,4,9,True,Road,2766,Mushroom Pkg (Mycelium),10.66,30.647,601.0
Electronics,24.77,6.91,108,64,5,10,True,Road,1125,Mushroom Pkg (Mycelium),11.91,13.933,601.0
Clothing,1.31,3.76,47,40,10,2,True,Air,2904,Kraft Paper Mailer,1.9,27.298,550.0
Beauty,0.56,0.22,20,8,7,4,True,Road,537,PLA Bioplastic,1.02,0.15,575.0
Home Decor,2.33,1.54,16,15,32,9,False,Air,2429,Mushroom Pkg (Mycelium),2.73,14.149,601.0
Clothing,1.32,4.54,54,42,10,2,True,Road,241,Kraft Paper Mailer,2.22,0.547,550.0
Furniture,63.39,257.04,204,84,75,7,False,Road,365,Wood Crate,104.22,46.91,405.0
Beauty,0.27,0.03,10,4,4,9,True,Air,1344,Mushroom Pkg (Mycelium),1.91,0.907,601.0
Clothing,1.8,3.84,48,40,10,2,True,Road,539,Kraft Paper Mailer,1.94,1.035,550.0
Beauty,0.76,0.18,18,7,7,4,True,Air,2642,PLA Bioplastic,1.1,5.02,575.0
Home Decor,1.42,1.44,15,16,30,9,False,Air,1806,Mushroom Pkg (Mycelium),2.38,6.502,601.0
Clothing,0.91,1.11,28,18,11,4,False,Road,585,Kraft Paper Mailer,1.24,0.325,550.0
Furniture,18.25,4.53,103,55,4,10,False,Road,1506,Mushroom Pkg (Mycelium),9.3,13.742,601.0
Beauty,0.87,0.26,20,8,8,5,True,Air,2063,PLA Bioplastic,1.35,4.487,575.0
Electronics,0.32,0.0,15,6,0,6,True,Air,1355,Honeycomb Paper,1.33,1.084,602.0
Electronics,0.18,0.0,5,4,1,5,True,Air,2028,Honeycomb Paper,1.07,0.913,602.0
Beauty,0.4,0.03,9,4,4,8,True,Air,2520,Mushroom Pkg (Mycelium),1.76,2.52,601.0
Beauty,0.49,0.03,10,4,4,9,True,Air,1064,Mushroom Pkg (Mycelium),2.0,1.303,601.0
Clothing,0.94,1.34,29,21,11,3,False,Air,2148,Kraft Paper Mailer,1.14,7.196,550.0
Beauty,0.28,0.04,9,5,4,9,True,Air,2498,Mushroom Pkg (Mycelium),1.91,1.749,601.0
Electronics,0.14,0.0,5,5,0,5,True,Air,1297,Honeycomb Paper,1.06,0.454,602.0
Electronics,0.22,0.0,16,7,0,8,True,Road,604,Mushroom Pkg (Mycelium),1.69,0.066,601.0
Furniture,13.63,5.39,98,55,5,9,False,Road,2716,Mushroom Pkg (Mycelium),7.25,18.51,601.0
Beauty,0.36,0.04,10,5,4,8,True,Air,1525,Mushroom Pkg (Mycelium),1.74,1.373,601.0
Furniture,78.51,276.32,203,83,82,5,False,Road,363,Wood Crate,111.53,50.152,405.0
Home Decor,1.98,1.22,15,15,27,9,False,Air,2051,Mushroom Pkg (Mycelium),2.59,10.152,601.0
Electronics,0.2,0.0,4,4,1,4,True,Air,2749,Corrugated Cardboard,0.88,1.375,114.0
Furniture,12.71,5.58,109,64,4,10,False,Road,2292,Mushroom Pkg (Mycelium),7.08,14.566,601.0
Furniture,47.43,295.91,187,92,86,7,False,Road,1511,Wood Crate,119.76,223.56,405.0
Electronics,1.56,0.21,28,19,2,7,True,Air,2326,Honeycomb Paper,2.02,9.071,602.0
Electronics,0.16,0.0,5,4,1,4,True,Air,1451,Corrugated Cardboard,0.86,0.58,114.0
Beauty,0.28,0.04,10,5,4,8,True,Air,2268,Mushroom Pkg (Mycelium),1.71,1.588,601.0
Furniture,14.69,30.64,57,56,48,4,False,Road,2134,Wood Crate,13.06,32.693,405.0
Beauty,0.23,0.05,10,5,5,8,True,Road,453,Mushroom Pkg (Mycelium),1.69,0.052,601.0
Furniture,18.31,5.1,108,59,4,10,False,Road,225,Mushroom Pkg (Mycelium),9.32,2.06,601.0
Electronics,0.21,0.02,16,6,1,6,True,Air,1369,Honeycomb Paper,1.28,0.719,602.0
Furniture,66.05,259.33,184,81,87,8,False,Road,489,Wood Crate,105.33,63.406,405.0
Beauty,0.21,0.05,10,5,5,9,True,Air,2778,Mushroom Pkg (Mycelium),1.88,1.458,601.0
Furniture,12.83,35.34,55,63,51,5,False,Road,2264,Cornstarch Foam,15.14,40.005,368.0
Clothing,0.15,0.18,22,21,2,1,False,Road,422,Kraft Paper Mailer,0.27,0.038,550.0
Clothing,1.16,1.23,31,18,11,5,False,Air,2394,Kraft Paper Mailer,1.49,7.362,550.0
Clothing,0.18,0.18,22,21,2,2,False,Road,374,Kraft Paper Mailer,0.47,0.034,550.0
Furniture,12.76,35.14,61,60,48,6,False,Road,396,Wood Crate,15.26,6.958,405.0
Clothing,1.65,3.6,50,36,10,3,True,Road,275,Kraft Paper Mailer,2.04,0.495,550.0
Furniture,14.46,5.15,99,65,4,10,False,Road,2252,Mushroom Pkg (Mycelium),7.78,16.282,601.0
Clothing,1.67,3.88,51,38,10,3,True,Air,2730,Cornstarch Foam,2.15,26.481,368.0
Clothing,1.22,3.33,50,37,9,2,True,Air,1194,Kraft Paper Mailer,1.73,9.94,550.0
Furniture,10.38,32.63,57,54,53,5,False,Road,2045,Wood Crate,14.05,33.364,405.0
Electronics,0.27,0.02,14,7,1,8,True,Air,2441,Mushroom Pkg (Mycelium),1.71,1.648,601.0
Beauty,0.86,0.24,19,8,8,3,True,Road,270,PLA Bioplastic,0.94,0.116,575.0
Beauty,0.43,0.04,9,5,5,8,True,Air,2796,Mushroom Pkg (Mycelium),1.77,3.006,601.0
Electronics,22.65,6.65,124,67,4,9,True,Road,1730,Mushroom Pkg (Mycelium),10.86,19.592,601.0
Beauty,0.6,0.23,18,8,8,4,True,Air,1694,PLA Bioplastic,1.04,2.541,575.0
Beauty,0.91,0.26,20,8,8,5,True,Air,1891,PLA Bioplastic,1.36,4.302,575.0
Clothing,1.04,1.41,32,20,11,3,False,Road,511,Kraft Paper Mailer,1.16,0.36,550.0
Home Decor,2.02,1.3,16,14,29,9,False,Air,2722,Mushroom Pkg (Mycelium),2.61,13.746,601.0
Clothing,1.11,1.31,28,18,13,3,False,Air,2443,Kraft Paper Mailer,1.12,8.001,550.0
Electronics,0.3,0.02,14,6,1,6,True,Air,1766,Honeycomb Paper,1.32,1.324,602.0
Clothing,0.21,0.18,22,20,2,2,False,Air,990,Kraft Paper Mailer,0.48,0.52,550.0
Beauty,0.35,0.05,10,5,5,8,True,Air,1102,Mushroom Pkg (Mycelium),1.74,0.964,601.0
Furniture,45.08,281.1,188,89,84,6,False,Road,2671,Mushroom Pkg (Mycelium),113.64,375.409,601.0
Beauty,0.22,0.04,10,5,4,9,True,Air,2432,Mushroom Pkg (Mycelium),1.89,1.338,601.0
Clothing,1.5,3.56,46,43,9,4,True,Air,2252,Kraft Paper Mailer,2.22,20.043,550.0
Electronics,18.97,7.0,125,70,4,10,True,Road,597,Mushroom Pkg (Mycelium),9.59,5.663,601.0
Clothing,0.23,0.08,23,18,1,1,False,Air,2054,Kraft Paper Mailer,0.29,1.181,550.0
Furniture,54.88,282.12,215,81,81,7,False,Road,2213,Wood Crate,114.25,312.166,405.0
Clothing,0.84,1.28,28,19,12,4,False,Road,89,Kraft Paper Mailer,1.31,0.057,550.0
Electronics,0.36,0.0,16,6,0,6,True,Air,1254,Honeycomb Paper,1.34,1.129,602.0
Electronics,0.3,0.02,15,6,1,6,True,Air,1702,Honeycomb Paper,1.32,1.276,602.0
Electronics,2.09,0.23,29,20,2,9,True,Air,2263,Mushroom Pkg (Mycelium),2.64,11.824,601.0
Home Decor,2.38,1.44,15,16,30,10,False,Air,956,Mushroom Pkg (Mycelium),2.95,5.688,601.0
Furniture,11.67,35.9,55,64,51,6,False,Road,107,Wood Crate,15.56,1.921,405.0
Furniture,57.54,306.76,205,87,86,5,False,Road,2069,Wood Crate,123.7,317.343,405.0
Beauty,0.51,0.2,20,7,7,3,True,Air,835,PLA Bioplastic,0.8,1.065,575.0
Electronics,1.96,0.22,30,18,2,8,True,Air,1673,Mushroom Pkg (Mycelium),2.38,8.198,601.0
Furniture,19.25,5.32,109,61,4,10,False,Road,488,Mushroom Pkg (Mycelium),9.7,4.697,601.0
Beauty,0.56,0.2,20,7,7,3,True,Road,541,PLA Bioplastic,0.82,0.151,575.0
Furniture,12.94,31.48,58,59,46,6,False,Road,1692,Wood Crate,13.79,26.632,405.0
Clothing,1.4,4.01,53,42,9,2,True,Air,1219,Kraft Paper Mailer,2.0,12.22,550.0
Home Decor,1.81,1.21,13,15,31,10,False,Road,250,Mushroom Pkg (Mycelium),2.72,0.226,601.0
Electronics,22.93,7.18,114,63,5,10,True,Road,2106,Mushroom Pkg (Mycelium),11.17,24.145,601.0
Electronics,1.88,0.11,29,19,1,7,True,Air,1293,Honeycomb Paper,2.15,6.077,602.0
Furniture,14.02,38.67,64,57,53,5,False,Road,528,Wood Crate,16.47,10.209,405.0
Furniture,15.34,4.78,98,61,4,9,False,Road,1016,Mushroom Pkg (Mycelium),7.94,7.793,601.0
Clothing,1.55,3.5,46,38,10,4,True,Air,1911,Kraft Paper Mailer,2.2,16.721,550.0
Furniture,40.32,320.93,212,87,87,5,False,Road,1032,Wood Crate,129.37,165.6,405.0
Electronics,0.15,0.0,4,5,1,5,True,Road,81,Honeycomb Paper,1.06,0.006,602.0
Furniture,52.73,280.97,186,91,83,7,False,Road,2027,Wood Crate,113.79,284.763,405.0
Electronics,0.36,0.0,14,6,0,6,True,Air,2927,Honeycomb Paper,1.34,2.634,602.0
Electronics,1.99,0.12,32,19,1,9,True,Air,1539,Mushroom Pkg (Mycelium),2.6,7.657,601.0
Beauty,0.49,0.04,9,5,4,10,True,Air,2618,Mushroom Pkg (Mycelium),2.2,3.207,601.0
Furniture,12.28,3.93,91,54,4,9,False,Road,167,Mushroom Pkg (Mycelium),6.71,1.025,601.0
Clothing,1.07,1.3,30,18,12,3,False,Road,84,Kraft Paper Mailer,1.12,0.055,550.0
Furniture,69.13,258.59,192,91,74,8,False,Road,371,Wood Crate,105.04,47.968,405.0
Electronics,0.14,0.01,5,5,1,5,True,Road,681,Honeycomb Paper,1.06,0.048,602.0
Electronics,0.19,0.0,4,5,0,4,True,Air,2517,Corrugated Cardboard,0.88,1.196,114.0
Electronics,17.12,6.81,115,74,4,10,True,Road,1217,Mushroom Pkg (Mycelium),8.85,10.418,601.0
Home Decor,2.26,1.3,15,14,31,10,False,Air,1517,Mushroom Pkg (Mycelium),2.9,8.571,601.0
Beauty,0.55,0.21,19,7,8,3,True,Road,319,PLA Bioplastic,0.82,0.088,575.0
Home Decor,2.7,1.22,15,15,27,10,False,Air,1994,Mushroom Pkg (Mycelium),3.08,13.46,601.0
Clothing,0.18,0.2,25,20,2,2,False,Road,436,Kraft Paper Mailer,0.48,0.044,550.0
Electronics,15.83,8.81,119,74,5,10,True,Road,1028,Mushroom Pkg (Mycelium),8.33,8.137,601.0
Electronics,2.12,0.1,27,18,1,9,True,Road,79,Mushroom Pkg (Mycelium),2.65,0.084,601.0
Beauty,0.32,0.03,10,4,4,8,True,Air,1212,Mushroom Pkg (Mycelium),1.73,0.97,601.0
Furniture,10.33,42.43,65,64,51,6,False,Road,989,Wood Crate,18.17,20.982,405.0
Beauty,0.27,0.03,9,4,4,9,True,Air,1006,Mushroom Pkg (Mycelium),1.91,0.679,601.0
Electronics,0.14,0.0,4,5,0,5,True,Air,1376,Honeycomb Paper,1.06,0.482,602.0
Electronics,0.37,0.0,15,6,0,6,True,Air,2128,Honeycomb Paper,1.35,1.968,602.0
Electronics,1.92,0.24,28,21,2,9,True,Air,2992,Mushroom Pkg (Mycelium),2.57,14.362,601.0
Clothing,0.26,0.08,22,18,1,2,False,Air,2006,Kraft Paper Mailer,0.5,1.304,550.0
Furniture,13.14,38.43,63,61,50,5,False,Road,374,Wood Crate,16.37,7.186,405.0
Electronics,0.18,0.0,4,5,0,6,True,Road,312,Honeycomb Paper,1.27,0.028,602.0
Furniture,14.27,38.69,62,65,48,5,False,Road,1043,Wood Crate,16.48,20.177,405.0
Furniture,40.71,257.18,188,90,76,8,False,Road,922,Wood Crate,104.47,118.56,405.0
Furniture,18.57,5.51,95,58,5,9,False,Road,1817,Mushroom Pkg (Mycelium),9.23,16.871,601.0
Electronics,2.15,0.23,27,21,2,9,True,Air,2002,Mushroom Pkg (Mycelium),2.66,10.761,601.0
Clothing,0.19,0.1,25,21,1,2,False,Air,1592,Kraft Paper Mailer,0.48,0.756,550.0
Electronics,17.2,8.66,114,76,5,10,True,Road,2771,Mushroom Pkg (Mycelium),8.88,23.831,601.0
Furniture,64.54,263.08,202,88,74,8,False,Road,976,Wood Crate,106.83,128.383,405.0
Furniture,11.48,34.1,60,58,49,6,False,Road,1473,Wood Crate,14.84,25.115,405.0
Electronics,2.08,0.13,31,21,1,8,True,Air,2444,Mushroom Pkg (Mycelium),2.43,12.709,601.0
Furniture,10.01,32.65,55,56,53,6,False,Road,2933,Wood Crate,14.26,47.881,405.0
Furniture,40.34,270.51,194,84,83,6,False,Road,2379,Wood Crate,109.4,321.772,405.0
Electronics,1.8,0.11,30,19,1,9,True,Air,899,Mushroom Pkg (Mycelium),2.52,4.046,601.0
Home Decor,2.66,1.06,14,14,27,10,False,Air,2092,Mushroom Pkg (Mycelium),3.06,13.912,601.0
Clothing,0.25,0.09,26,18,1,2,False,Road,775,Kraft Paper Mailer,0.5,0.097,550.0
Clothing,0.2,0.22,26,21,2,2,False,Air,2537,Styrofoam (EPS),0.49,1.395,105.0
Furniture,14.47,5.34,92,58,5,10,False,Road,591,Mushroom Pkg (Mycelium),7.79,4.276,601.0
Clothing,0.24,0.1,27,19,1,2,False,Air,1408,Kraft Paper Mailer,0.5,0.845,550.0
Furniture,13.31,5.7,92,62,5,10,False,Road,2417,Mushroom Pkg (Mycelium),7.32,16.085,601.0
Clothing,1.09,1.58,29,21,13,5,False,Air,2460,Kraft Paper Mailer,1.63,9.717,550.0
Clothing,1.2,3.15,46,38,9,4,True,Air,2728,Kraft Paper Mailer,2.06,21.483,550.0
Furniture,52.19,316.39,217,90,81,5,False,Road,619,Wood Crate,127.56,97.923,405.0
Electronics,0.16,0.01,5,5,1,6,True,Air,1395,Honeycomb Paper,1.26,0.558,602.0
Clothing,0.26,0.19,26,18,2,1,False,Air,2225,Kraft Paper Mailer,0.3,1.446,550.0
Clothing,0.21,0.17,23,19,2,1,False,Air,2076,Kraft Paper Mailer,0.28,1.09,550.0
Furniture,12.81,5.78,98,59,5,9,False,Road,1373,Mushroom Pkg (Mycelium),6.92,8.794,601.0
Electronics,0.2,0.01,5,5,1,6,True,Road,655,Honeycomb Paper,1.28,0.066,602.0
Electronics,16.64,8.89,117,76,5,10,True,Road,1600,Mushroom Pkg (Mycelium),8.66,13.312,601.0
Furniture,74.01,259.26,185,91,77,5,False,Road,2620,Wood Crate,104.7,339.631,405.0
Electronics,0.36,0.02,15,6,1,8,True,Air,915,Mushroom Pkg (Mycelium),1.74,0.823,601.0
Electronics,0.14,0.0,5,4,1,5,True,Road,359,Honeycomb Paper,1.06,0.025,602.0
Electronics,0.11,0.0,5,5,0,6,True,Road,319,Honeycomb Paper,1.24,0.018,602.0
Electronics,20.25,7.86,131,75,4,9,True,Road,2991,Mushroom Pkg (Mycelium),9.9,30.284,601.0
Clothing,0.21,0.08,22,19,1,1,False,Air,2340,Kraft Paper Mailer,0.28,1.228,550.0
Clothing,1.19,1.17,27,18,12,5,False,Air,1109,Kraft Paper Mailer,1.48,3.299,550.0
Electronics,24.96,7.14,119,75,4,10,True,Road,1629,Mushroom Pkg (Mycelium),11.98,20.33,601.0
Furniture,73.42,299.26,189,91,87,7,False,Road,1033,Wood Crate,121.1,154.568,405.0
Beauty,0.37,0.04,9,4,5,8,True,Road,791,Mushroom Pkg (Mycelium),1.75,0.146,601.0
Electronics,0.12,0.0,4,4,1,5,True,Road,50,Honeycomb Paper,1.05,0.003,602.0
Electronics,0.2,0.0,4,4,1,6,True,Air,936,Honeycomb Paper,1.28,0.468,602.0
Electronics,0.24,0.0,16,6,0,9,True,Road,543,Mushroom Pkg (Mycelium),1.9,0.065,601.0
Clothing,0.94,1.34,32,19,11,5,False,Road,530,Kraft Paper Mailer,1.54,0.355,550.0
Furniture,16.98,4.12,92,56,4,9,False,Road,2179,Mushroom Pkg (Mycelium),8.59,18.5,601.0
Furniture,68.02,319.46,216,87,85,8,False,Road,202,Wood Crate,129.38,32.265,405.0
Furniture,55.47,303.63,212,93,77,7,False,Road,1388,Recycled PET Box,122.85,210.719,320.0
Beauty,0.37,0.04,9,5,5,10,True,Road,435,Mushroom Pkg (Mycelium),2.15,0.08,601.0
Electronics,15.61,6.12,116,66,4,9,True,Road,94,Mushroom Pkg (Mycelium),8.04,0.734,601.0
Clothing,0.23,0.09,22,21,1,2,False,Road,555,Kraft Paper Mailer,0.49,0.064,550.0
Clothing,1.17,4.04,47,43,10,2,True,Air,1502,Kraft Paper Mailer,2.02,15.17,550.0
Clothing,1.75,3.89,54,40,9,2,True,Road,70,Kraft Paper Mailer,1.96,0.136,550.0
Clothing,1.16,1.36,27,21,12,5,False,Air,2553,Kraft Paper Mailer,1.54,8.68,550.0
Furniture,14.15,30.0,56,57,47,4,False,Road,2295,Recycled PET Box,12.8,34.425,320.0
Clothing,0.91,1.32,30,20,11,5,False,Road,427,Kraft Paper Mailer,1.53,0.282,550.0
